合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,428.30,440.15,428.30,437.59,10.27,2.40%,436.14,"1,848.00","653,155,360.00",-,,
Au99.99,428.29,440.50,427.11,439.59,11.50,2.69%,436.72,"12,436.08","5,428,545,230.00",-,,
Au100g,427.34,439.86,427.34,439.05,10.96,2.56%,435.01,95.00,"41,326,866.00",-,,
iAu99.99,451.00,451.00,451.00,451.00,7.46,1.68%,451.00,20.42,"9,209,420.00",-,,
iAu100g,390.00,390.00,390.00,390.00,90.00,30.00%,390.00,0.40,"156,000.00",-,,
Au(T+D),427.20,440.30,427.20,439.66,11.87,2.77%,434.47,"180,774.00","78,542,609,040.00","292,690",多支付给空,"11,552"
Au(T+N1),439.00,450.80,437.00,450.10,12.95,2.96%,445.30,164.00,"73,029,480.00","26,956",,
Au(T+N2),432.95,458.00,432.00,444.95,12.50,2.89%,437.35,332.80,"145,548,430.00","147,708",,
mAu(T+D),427.62,440.30,427.57,439.58,11.64,2.72%,434.92,"22,262.60","9,682,619,346.00","1,011,178",多支付给空,"41,866"
Pt99.95,214.25,222.65,214.25,222.00,5.37,2.48%,219.56,62.00,"13,613,080.00",-,,
Ag(T+D),"5,661","6,173","5,659","6,107",443,7.82%,"5,966","42,016,990.00","250,711,937,422.00","12,993,304",多支付给空,"5,430"
NYAuTN06,450.45,463.75,449.25,462.75,13.10,2.91%,457.85,574.80,"263,164,850.00","22,964",,
NYAuTN12,444.15,457.50,443.90,456.70,12.20,2.74%,451.80,793.20,"358,390,570.00","92,642",,
PGC30g,434.12,532.29,434.12,444.41,11.20,2.59%,451.40,3.12,"1,408,377.60",-,,
