合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,388.50,390.00,388.45,389.44,3.40,0.88%,389.21,210.00,"81,734,880.00",-,,
Au99.99,386.00,390.00,383.03,389.46,2.70,0.70%,389.19,"14,667.14","5,702,760,072.40",-,,
Au100g,385.55,390.97,385.00,390.70,3.40,0.88%,389.42,29.60,"11,526,874.00",-,,
iAu99.99,384.00,389.30,384.00,388.75,3.56,0.92%,388.73,85.20,"33,120,080.00",-,,
Au(T+D),384.90,389.88,382.14,389.10,4.12,1.07%,387.15,"39,916.00","15,453,860,200.00","161,386",多支付给空,"6,252"
Au(T+N1),387.00,393.35,386.50,392.45,4.15,1.07%,390.70,13.80,"5,391,450.00","158,362",多支付给空,
Au(T+N2),389.55,394.70,389.55,393.65,3.00,0.77%,393.70,16.40,"6,456,890.00","43,914",,
mAu(T+D),385.40,390.00,382.56,389.29,3.96,1.03%,387.70,"7,375.40","2,859,454,942.00","599,218",多支付给空,"21,766"
Pt99.95,235.00,240.00,234.08,239.07,1.77,0.75%,237.91,276.00,"65,665,480.00",-,,
Ag99.99,"5,398","5,398","5,398","5,398",118,2.23%,"5,398",120.00,"647,760.00",8,,
Ag(T+D),"5,250","5,385","5,187","5,344",104,1.98%,"5,294","14,493,788.00","76,731,684,286.00","10,590,288",多支付给空,"8,940"
NYAuTN06,387.90,392.80,384.90,392.60,4.70,1.21%,390.40,130.20,"50,828,350.00","40,376",,
NYAuTN12,393.60,397.70,390.95,397.30,4.00,1.02%,395.25,37.20,"14,702,910.00","11,056",,
PGC30g,389.00,394.24,389.00,392.46,2.64,0.68%,392.46,0.24,"94,190.40",-,,
