合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,416.00,416.00,414.50,414.50,-0.29,-0.07%,414.82,452.00,"187,501,520.00",-,,
Au99.99,415.01,416.25,414.00,415.27,-0.21,-0.05%,415.14,"11,276.80","4,630,350,547.80",-,,
Au100g,415.56,416.51,414.65,415.39,-0.51,-0.12%,415.55,27.60,"11,469,438.00",-,,
iAu99.99,414.00,414.00,414.00,414.00,0.00,0.00%,414.00,0.62,"256,680.00",-,,
iAu100g,364.00,364.00,364.00,364.00,83.99,30.00%,364.00,0.80,"291,200.00",-,,
Au(T+D),414.60,416.70,413.27,415.16,2.14,0.52%,414.86,"33,178.00","13,764,299,780.00","255,132",多支付给空,"7,464"
Au(T+N1),420.50,424.50,420.50,423.60,2.40,0.57%,422.00,303.60,"128,117,190.00","31,706",,
Au(T+N2),415.30,418.75,415.30,417.60,2.40,0.58%,417.80,33.40,"13,954,360.00","156,696",,
mAu(T+D),414.54,416.70,413.36,415.17,1.98,0.48%,415.01,"5,017.80","2,082,459,190.00","993,172",多支付给空,"19,474"
Pt99.95,212.10,213.74,210.90,212.36,-1.65,-0.77%,212.66,280.00,"59,546,680.00",-,,
Ag(T+D),"5,797","5,825","5,707","5,731",-17,-0.30%,"5,769","14,037,368.00","80,986,516,256.00","12,166,656",多支付给空,600
NYAuTN06,430.95,432.55,429.30,431.10,1.60,0.37%,431.30,73.80,"31,828,530.00","24,060",,
NYAuTN12,427.50,429.00,426.00,427.10,1.45,0.34%,427.35,95.40,"40,771,950.00","92,010",,
PGC30g,420.51,420.51,420.22,420.41,1.70,0.41%,420.41,0.30,"126,123.60",-,,
