合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.30,377.40,376.25,376.53,-0.32,-0.08%,377.09,84.00,"31,676,180.00",-,,
Au99.99,377.16,377.58,376.00,376.91,0.66,0.18%,376.94,"9,140.28","3,528,242,328.20",-,,
Au100g,376.87,378.00,376.38,376.95,-0.10,-0.03%,377.14,18.40,"6,939,414.00",-,,
iAu99.99,376.10,376.20,376.10,376.11,0.10,0.03%,376.11,0.24,"90,267.00",-,,
iAu100g,378.00,378.00,378.00,378.00,6.50,1.75%,378.00,0.40,"151,200.00",-,,
Au(T+D),376.40,378.39,375.88,376.46,-0.99,-0.26%,376.86,"15,838.00","5,968,821,480.00","154,354",空支付给多,"5,790"
Au(T+N1),380.05,381.55,379.40,380.35,-0.80,-0.21%,380.35,5.00,"1,901,820.00",724,,
Au(T+N2),376.60,380.00,376.60,378.10,-1.25,-0.33%,378.10,4.20,"1,588,100.00","89,270",,
mAu(T+D),376.89,378.50,375.98,376.86,-0.79,-0.21%,376.92,"3,621.60","1,365,065,940.00","537,618",空支付给多,"18,994"
Pt99.95,229.55,229.99,227.99,228.00,-0.41,-0.18%,228.23,946.00,"219,680,660.00",-,,
Ag(T+D),"5,320","5,333","5,272","5,286",-34,-0.64%,"5,296","3,070,104.00","16,260,585,880.00","7,372,880",空支付给多,"32,460"
NYAuTN06,382.95,385.00,382.80,384.60,0.80,0.21%,384.05,7.40,"2,842,020.00","12,126",,
NYAuTN12,379.95,381.50,379.45,379.55,-0.90,-0.24%,379.80,68.20,"25,901,890.00","36,174",,
PGC30g,382.60,383.00,382.59,382.87,1.90,0.50%,382.83,0.36,"137,819.40",-,,
