合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.50,377.50,377.10,377.22,0.69,0.18%,377.22,8.00,"3,017,800.00",-,,
Au99.99,376.42,377.65,376.40,377.46,0.55,0.15%,377.32,"7,616.40","2,896,917,245.40",-,,
Au100g,377.50,377.94,376.50,377.53,0.58,0.15%,377.37,10.00,"3,773,786.00",-,,
iAu99.99,376.80,376.80,375.80,376.64,0.53,0.14%,376.64,"3,456.06","1,301,553,182.00",-,,
Au(T+D),376.85,377.52,376.06,377.07,0.21,0.06%,377.09,"9,874.00","3,723,475,340.00","153,418",多支付给空,"4,786"
Au(T+N1),379.55,381.50,379.55,380.95,0.60,0.16%,380.65,8.60,"3,273,540.00",722,,
Au(T+N2),377.30,379.25,377.30,378.25,0.15,0.04%,378.25,4.00,"1,513,050.00","89,270",,
mAu(T+D),376.35,377.81,376.30,377.38,0.46,0.12%,377.17,"2,860.40","1,078,870,406.00","534,992",多支付给空,"15,904"
Pt99.95,226.50,227.90,226.50,227.38,-0.62,-0.27%,227.34,358.00,"85,492,860.00",-,,
Ag(T+D),"5,304","5,353","5,287","5,343",47,0.89%,"5,327","3,574,004.00","19,041,571,226.00","7,581,964",空支付给多,"91,290"
NYAuTN06,382.80,383.70,382.50,383.10,-0.95,-0.25%,383.20,10.60,"4,061,780.00","12,160",,
NYAuTN12,379.50,380.50,379.20,380.20,0.40,0.11%,379.80,30.60,"11,622,260.00","36,154",,
PGC30g,383.00,383.33,383.00,383.22,0.35,0.09%,383.22,0.18,"68,979.60",-,,
