合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,421.00,421.00,414.80,417.10,-0.04,-0.01%,416.64,180.00,"74,996,480.00",-,,
Au99.99,416.56,423.00,413.00,418.18,0.58,0.14%,416.65,"13,038.12","5,227,884,593.00",-,,
Au100g,418.25,423.00,412.80,418.26,0.26,0.06%,417.32,59.80,"24,956,208.00",-,,
iAu99.99,427.50,427.50,427.50,427.50,0.50,0.12%,427.50,0.06,"25,650.00",-,,
Au(T+D),417.59,423.29,411.33,417.55,1.82,0.44%,417.02,"109,956.00","45,854,573,320.00","242,494",多支付给空,"13,914"
Au(T+N1),426.55,431.65,419.20,428.80,4.45,1.05%,423.85,584.80,"247,879,000.00","32,424",,
Au(T+N2),420.00,427.00,416.00,420.55,1.35,0.32%,418.20,139.60,"58,382,280.00","154,174",,
mAu(T+D),417.60,423.30,411.64,417.88,2.23,0.54%,417.17,"14,498.60","6,048,517,596.00","957,982",多支付给空,"33,658"
Pt99.95,214.60,215.82,211.00,215.00,0.49,0.23%,213.52,"1,046.00","223,344,460.00",-,,
Ag(T+D),"6,000","6,140","5,849","6,030",128,2.17%,"5,984","33,023,194.00","197,635,574,546.00","12,129,444",多支付给空,360
NYAuTN06,437.55,445.65,432.60,438.20,1.30,0.30%,437.95,186.00,"81,459,070.00","23,116",,
NYAuTN12,433.30,440.20,427.05,434.00,2.40,0.56%,431.65,668.60,"288,603,320.00","95,612",,
PGC30g,425.00,427.84,416.84,420.61,-0.93,-0.22%,421.62,0.66,"278,269.20",-,,
