合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.50,381.15,380.50,380.89,0.57,0.15%,380.88,160.00,"60,941,880.00",-,,
Au99.99,383.00,383.00,380.11,381.10,0.11,0.03%,381.08,"7,020.34","2,626,666,902.00",-,,
Au100g,380.80,382.28,380.80,381.66,0.00,0.00%,381.51,20.40,"7,782,830.00",-,,
iAu99.99,395.00,395.00,387.00,387.01,-0.39,-0.10%,387.01,20.16,"7,802,229.80",-,,
Au(T+D),380.65,382.10,379.78,380.69,0.30,0.08%,380.96,"36,924.00","14,066,920,880.00","220,202",多支付给空,"6,056"
Au(T+N1),381.60,382.70,381.00,381.75,0.60,0.16%,381.85,29.60,"11,302,550.00","188,004",多支付给空,400
Au(T+N2),381.80,384.90,381.80,383.65,0.85,0.22%,383.50,46.60,"17,870,350.00","121,364",,
mAu(T+D),380.99,382.05,379.90,380.90,0.41,0.11%,381.01,"6,642.00","2,530,723,690.00","856,930",空支付给多,"17,974"
Pt99.95,183.82,183.85,182.00,182.00,-1.51,-0.82%,183.31,"1,124.00","206,043,800.00",-,,
Ag99.99,"3,803","3,803","3,803","3,803",18,0.48%,"3,803",150.00,"570,450.00",10,,
Ag(T+D),"3,769","3,796","3,752","3,771",13,0.35%,"3,771","7,182,162.00","27,090,072,916.00","9,940,518",空支付给多,"266,310"
NYAuTN06,388.95,390.00,386.05,388.75,0.35,0.09%,388.80,363.20,"141,208,800.00","56,738",,
NYAuTN12,389.20,390.25,388.10,389.25,0.70,0.18%,389.25,385.40,"150,019,500.00","67,128",,
PGC30g,387.11,387.50,387.11,387.24,0.81,0.21%,387.24,0.18,"69,703.80",-,,
