合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.80,367.20,366.80,367.16,0.15,0.04%,367.09,472.00,"198,782,800.00",-,,
Au99.99,366.60,367.75,364.60,367.69,0.89,0.24%,366.94,"12,066.54","4,470,240,965.00",-,,
Au100g,366.30,367.82,365.50,367.50,0.80,0.22%,367.13,42.80,"15,713,468.00",-,,
iAu99.99,365.40,366.30,365.40,366.29,1.05,0.29%,366.29,20.22,"7,406,508.00",-,,
Au(T+D),365.66,367.60,364.22,367.26,1.93,0.53%,366.50,"14,606.00","5,353,158,620.00","158,604",空支付给多,"11,544"
Au(T+N1),370.90,371.00,369.60,370.60,0.65,0.18%,370.65,2.60,"963,670.00",710,,
Au(T+N2),365.70,368.80,365.70,367.65,2.35,0.64%,367.15,8.00,"2,937,270.00","89,032",,
mAu(T+D),366.16,367.65,364.30,367.35,1.87,0.51%,366.26,"4,281.60","1,568,221,014.00","566,276",多支付给空,"57,476"
Pt99.95,220.87,222.29,220.87,222.04,1.14,0.52%,221.89,690.00,"153,110,300.00",-,,
Ag(T+D),"5,028","5,040","4,972","5,033",-11,-0.22%,"5,011","2,749,284.00","13,779,374,794.00","7,386,868",空支付给多,"208,230"
NYAuTN06,370.80,373.20,370.00,373.00,1.85,0.50%,371.75,39.00,"14,499,210.00","13,666",,
NYAuTN12,367.00,369.70,366.50,369.50,2.80,0.76%,368.65,31.60,"11,650,260.00","34,586",,
PGC30g,371.77,371.77,371.77,371.77,0.43,0.12%,371.77,0.06,"22,306.20",-,,
