合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.50,391.30,389.50,390.61,2.51,0.65%,390.41,312.00,"121,810,120.00",-,,
Au99.99,389.00,391.89,388.22,390.34,1.64,0.42%,390.75,"19,318.52","7,347,993,437.80",-,,
Au100g,392.70,392.70,388.00,391.49,1.99,0.51%,391.54,28.00,"10,963,274.00",-,,
iAu99.99,390.00,390.00,390.00,390.00,1.01,0.26%,390.00,0.04,"15,600.00",-,,
Au(T+D),389.04,392.00,388.90,389.88,3.25,0.84%,390.52,"50,560.00","19,745,107,440.00","208,050",多支付给空,"10,482"
Au(T+N1),393.00,397.00,392.25,395.75,3.70,0.94%,396.25,296.80,"117,608,570.00","72,258",多支付给空,340
Au(T+N2),398.00,401.00,397.05,400.10,3.95,1.00%,399.25,6.40,"2,555,100.00","3,420",多支付给空,
mAu(T+D),389.00,392.00,389.00,390.39,3.33,0.86%,390.60,"6,533.20","2,551,903,024.00","535,886",多支付给空,"24,898"
Pt99.95,228.68,228.68,226.50,227.03,-1.95,-0.85%,227.22,288.00,"65,441,880.00",-,,
Ag(T+D),"5,336","5,382","5,305","5,307",89,1.71%,"5,341","15,119,384.00","80,767,168,406.00","11,882,786",多支付给空,"18,570"
NYAuTN06,397.95,401.50,397.50,399.45,4.60,1.16%,399.55,258.80,"103,403,930.00","48,410",,
NYAuTN12,403.45,406.95,403.20,405.00,5.40,1.35%,405.00,23.60,"9,558,490.00","1,102",,
PGC30g,395.50,397.00,395.00,396.16,4.36,1.11%,396.05,0.48,"190,106.40",-,,
