合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.70,395.50,394.50,395.00,-0.76,-0.19%,395.05,196.00,"77,430,000.00",-,,
Au99.99,397.40,397.40,394.01,394.80,-1.19,-0.30%,395.10,"8,877.14","3,473,496,586.40",-,,
Au100g,395.18,396.20,394.00,395.39,-0.82,-0.21%,395.26,28.80,"11,383,670.00",-,,
Au(T+D),394.98,395.95,393.70,394.70,-0.10,-0.03%,395.00,"55,206.00","21,806,572,640.00","227,518",多支付给空,"9,716"
Au(T+N1),395.45,395.70,394.00,395.05,0.20,0.05%,394.80,5.00,"1,974,010.00","111,106",空支付给多,290
Au(T+N2),396.00,397.65,396.00,397.20,0.30,0.08%,396.85,6.20,"2,460,580.00","133,346",多支付给空,
mAu(T+D),394.90,395.95,393.71,394.86,-0.02,-0.01%,395.04,"7,634.20","3,015,870,054.00","832,732",多支付给空,"12,290"
Pt99.95,202.68,204.60,200.86,204.02,1.21,0.60%,202.98,142.00,"28,824,480.00",-,,
Ag99.99,"4,445","4,445","4,445","4,445",252,6.01%,"4,445",60.00,"266,700.00",4,,
Ag(T+D),"4,430","4,450","4,377","4,418",41,0.94%,"4,419","15,844,182.00","70,017,763,836.00","12,743,162",多支付给空,"307,050"
NYAuTN06,398.10,399.00,396.30,396.65,-2.35,-0.59%,397.75,120.20,"47,807,680.00","34,188",,
NYAuTN12,401.25,402.15,399.75,401.30,-0.40,-0.10%,400.95,373.80,"149,876,880.00","83,222",,
PGC30g,400.75,401.38,400.60,400.74,-0.31,-0.08%,400.79,1.44,"577,149.00",-,,
