合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,398.80,399.35,398.00,399.20,-0.60,-0.15%,398.46,602.00,"239,877,140.00",-,,
Au99.99,398.20,400.00,397.50,399.21,-0.79,-0.20%,398.89,"24,862.52","9,754,986,526.80",-,,
Au100g,400.73,410.00,398.02,399.25,-1.48,-0.37%,399.62,41.40,"16,544,500.00",-,,
iAu99.99,397.51,406.00,397.51,405.34,3.13,0.78%,405.34,0.44,"178,350.20",-,,
Au(T+D),397.00,400.00,396.51,398.70,1.38,0.35%,398.07,"42,006.00","16,721,577,480.00","261,810",空支付给多,"14,072"
Au(T+N1),402.05,405.80,401.95,404.25,0.80,0.20%,403.65,5.80,"2,341,170.00","31,846",,
Au(T+N2),398.10,401.20,398.10,400.20,1.00,0.25%,399.75,7.80,"3,118,250.00","157,984",,
mAu(T+D),397.45,400.60,397.07,399.05,1.10,0.28%,398.59,"9,688.20","3,861,684,464.00","1,016,000",多支付给空,"62,020"
Pt99.95,193.30,196.60,192.85,196.52,-1.23,-0.62%,195.74,414.00,"81,052,500.00",-,,
Ag(T+D),"4,870","4,935","4,775","4,839",-14,-0.29%,"4,866","17,778,780.00","86,514,295,150.00","11,639,758",多支付给空,"4,230"
NYAuTN06,413.35,415.05,411.45,413.00,-1.20,-0.29%,413.15,99.00,"40,901,860.00","27,732",,
NYAuTN12,409.90,411.30,408.70,409.65,-0.70,-0.17%,409.75,315.60,"129,317,290.00","92,264",,
PGC30g,403.64,405.50,403.41,403.81,0.36,0.09%,403.86,1.26,"508,869.00",-,,
