合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,407.00,407.60,406.90,407.02,4.15,1.03%,407.10,478.00,"194,594,600.00",-,,
Au99.99,403.66,408.80,403.66,406.94,4.57,1.14%,407.13,"11,814.28","4,739,729,867.60",-,,
Au100g,405.00,409.60,405.00,407.80,3.51,0.87%,407.56,36.80,"14,998,490.00",-,,
Au(T+D),404.00,409.30,403.32,406.97,4.98,1.24%,406.36,"61,442.00","24,967,965,840.00","210,270",多支付给空,"9,786"
Au(T+N1),412.00,415.90,410.00,415.40,6.85,1.68%,412.25,299.60,"123,514,550.00","39,876",,
Au(T+N2),404.95,409.80,404.95,408.60,6.85,1.71%,407.95,26.20,"10,688,490.00","133,920",多支付给空,
mAu(T+D),404.25,409.35,403.50,406.88,4.59,1.14%,406.68,"13,574.40","5,520,486,398.00","485,874",空支付给多,"54,100"
Pt99.95,199.30,199.30,198.97,199.20,3.04,1.55%,199.20,32.00,"6,374,440.00",-,,
Ag(T+D),"5,210","5,359","5,184","5,298",207,4.07%,"5,260","26,714,002.00","140,520,749,520.00","12,088,528",多支付给空,630
NYAuTN06,415.95,421.80,415.90,421.55,6.90,1.66%,419.90,212.00,"89,017,350.00","44,550",,
NYAuTN12,411.45,417.30,411.15,415.05,4.85,1.18%,415.10,254.80,"105,769,410.00","43,794",,
PGC30g,409.81,413.22,406.01,412.96,4.93,1.21%,411.51,0.42,"172,837.20",-,,
