合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,379.70,380.00,379.10,379.54,-1.40,-0.37%,379.75,170.00,"64,557,900.00",-,,
Au99.99,380.90,383.00,378.82,379.41,-1.88,-0.49%,379.56,"10,946.40","4,173,568,373.60",-,,
Au100g,381.73,382.49,379.80,380.02,-1.04,-0.27%,380.42,33.80,"12,858,462.00",-,,
iAu99.99,378.40,378.40,377.50,377.99,-0.41,-0.11%,377.99,"1,056.24","399,250,320.00",-,,
Au(T+D),381.40,383.21,378.56,379.11,-0.76,-0.20%,380.22,"63,160.00","24,014,914,420.00","161,440",多支付给空,"8,352"
Au(T+N1),382.95,384.00,379.55,380.70,-0.90,-0.24%,381.70,18.40,"7,023,660.00","132,590",多支付给空,600
Au(T+N2),383.50,383.50,382.00,382.00,-0.30,-0.08%,382.10,3.60,"1,375,630.00","88,950",,
mAu(T+D),380.71,383.25,378.75,379.22,-0.79,-0.21%,380.19,"6,811.60","2,589,745,996.00","493,474",多支付给空,"42,018"
Pt99.95,264.99,265.04,261.00,262.46,-2.79,-1.05%,262.39,"1,156.00","303,324,740.00",-,,
Ag(T+D),"5,631","5,701","5,521","5,563",-60,-1.07%,"5,604","8,675,256.00","48,617,764,460.00","8,149,350",多支付给空,"337,950"
NYAuTN06,381.10,383.00,378.55,379.50,-0.55,-0.14%,380.10,73.40,"27,901,440.00","36,982",,
NYAuTN12,384.30,386.30,381.80,382.50,-0.65,-0.17%,383.50,50.40,"19,329,430.00","25,558",,
PGC30g,387.20,387.40,387.20,387.33,0.90,0.23%,387.33,0.18,"69,719.40",-,,
