合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.50,373.00,371.30,371.47,-0.53,-0.14%,371.85,494.00,"183,709,400.00",-,,
Au99.99,372.80,373.20,371.00,371.09,-0.90,-0.24%,372.18,"16,613.18","6,378,339,574.00",-,,
Au100g,373.30,373.69,368.01,372.38,-0.71,-0.19%,372.53,13.60,"5,066,492.00",-,,
iAu99.99,371.20,372.00,371.00,371.22,-0.50,-0.13%,371.36,206.12,"76,546,634.00",-,,
Au(T+D),372.30,373.50,370.90,371.00,0.31,0.08%,372.30,"23,402.00","8,712,737,980.00","152,684",空支付给多,"5,612"
Au(T+N1),375.00,375.00,375.00,375.00,0.55,0.15%,375.00,0.40,"150,000.00",694,,
Au(T+N2),373.10,373.45,370.35,372.00,1.30,0.35%,372.00,3.40,"1,264,820.00","89,124",,
mAu(T+D),372.40,373.66,371.03,371.13,0.26,0.07%,372.24,"4,799.40","1,786,544,640.00","511,614",多支付给空,"63,934"
Pt99.95,227.79,228.70,227.61,227.76,7.01,3.18%,228.04,494.00,"108,481,060.00",-,,
Ag(T+D),"4,901","4,963","4,866","4,937",90,1.86%,"4,931","3,309,404.00","16,319,755,104.00","6,443,898",多支付给空,"160,920"
NYAuTN06,377.40,378.55,376.40,376.60,1.40,0.37%,377.65,84.40,"31,873,600.00","19,422",,
NYAuTN12,373.50,374.70,372.60,373.00,0.95,0.26%,373.50,171.60,"64,089,740.00","30,698",,
PGC30g,378.41,378.41,378.38,378.40,0.83,0.22%,378.40,0.18,"68,112.00",-,,
