合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.90,392.50,389.50,389.50,-6.80,-1.72%,390.90,650.00,"254,088,000.00",-,,
Au99.99,391.30,394.48,390.30,390.32,-5.64,-1.42%,391.72,"19,167.92","7,413,084,562.20",-,,
Au100g,395.00,395.00,391.00,392.03,-5.21,-1.31%,393.17,23.20,"9,121,670.00",-,,
iAu99.99,395.00,395.50,393.70,393.92,3.92,1.01%,393.93,2.16,"850,904.00",-,,
iAu100g,389.79,389.79,389.79,389.79,89.79,29.93%,389.79,1.20,"467,748.00",-,,
Au(T+D),392.30,393.67,389.20,389.40,-5.01,-1.27%,391.45,"38,892.00","15,224,417,720.00","199,936",多支付给空,"14,118"
Au(T+N1),400.00,400.40,394.30,395.70,-4.80,-1.20%,396.75,29.00,"11,505,480.00","72,362",,
Au(T+N2),402.00,402.00,400.00,401.20,-2.90,-0.72%,401.10,23.00,"9,225,920.00","3,650",,
mAu(T+D),392.71,393.95,390.03,390.29,-4.72,-1.19%,391.77,"7,783.40","3,049,366,766.00","511,706",空支付给多,"56,258"
Pt99.95,220.20,222.00,216.70,218.01,-11.87,-5.16%,219.92,942.00,"207,170,700.00",-,,
Ag(T+D),"5,460","5,536","5,266","5,300",-203,-3.69%,"5,418","29,015,676.00","157,235,387,106.00","11,529,392",多支付给空,"30,480"
NYAuTN06,403.40,403.40,397.80,397.90,-5.50,-1.36%,399.45,130.40,"52,091,870.00","48,502",,
NYAuTN12,401.05,405.90,401.00,402.90,-5.75,-1.41%,403.80,162.80,"65,740,670.00","2,328",,
PGC30g,397.75,397.75,396.72,397.23,-21.69,-5.18%,397.23,0.24,"95,336.40",-,,
