合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.50,386.20,380.10,382.36,1.36,0.36%,380.78,338.00,"128,712,200.00",-,,
Au99.99,378.00,384.10,369.61,381.46,0.00,0.00%,381.44,"16,312.44","6,059,032,588.20",-,,
Au100g,382.45,384.00,380.05,382.18,0.15,0.04%,382.31,22.20,"8,487,486.00",-,,
Au(T+D),380.95,384.19,380.06,380.38,-1.78,-0.47%,381.44,"30,714.00","11,715,737,080.00","213,910",多支付给空,"9,008"
Au(T+N1),387.15,389.00,385.50,386.85,-0.30,-0.08%,387.10,55.20,"21,369,320.00","41,844",,
Au(T+N2),380.00,381.00,380.00,380.70,-1.70,-0.44%,380.70,1.00,"380,700.00","116,470",多支付给空,510
mAu(T+D),381.70,384.40,380.57,381.02,-1.32,-0.35%,381.68,"6,472.40","2,470,418,082.00","535,328",空支付给多,"32,532"
Pt99.95,221.36,225.82,221.36,225.41,5.41,2.46%,224.29,216.00,"46,959,560.00",-,,
Ag99.99,"4,935","4,935","4,935","4,935",-55,-1.10%,"4,935","4,020.00","19,838,700.00",268,,
Ag(T+D),"4,941","5,025","4,928","4,941",-36,-0.72%,"4,971","12,538,820.00","62,334,876,370.00","11,314,942",多支付给空,"5,520"
NYAuTN06,391.10,394.25,390.45,390.55,-1.30,-0.33%,391.35,72.40,"28,334,550.00","48,104",,
NYAuTN12,386.10,388.80,384.45,385.60,-1.05,-0.27%,385.65,216.60,"83,536,610.00","33,212",,
PGC30g,386.63,386.63,386.63,386.63,-3.31,-0.85%,386.63,0.30,"115,989.00",-,,
