合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,403.00,406.40,340.99,405.81,-26.19,-6.06%,400.67,484.00,"176,056,420.00",-,,
Au99.99,415.27,428.50,401.40,407.00,-26.00,-6.00%,404.27,"13,702.44","5,539,600,219.00",-,,
Au100g,428.18,428.18,400.00,409.01,-24.16,-5.58%,412.11,211.20,"87,039,704.00",-,,
iAu99.99,439.00,439.00,422.00,432.90,-8.10,-1.84%,432.90,1.00,"432,900.00",-,,
Au(T+D),428.20,428.64,403.11,405.70,-32.47,-7.41%,412.07,"285,928.00","117,822,396,580.00","302,936",多支付给空,"9,074"
Au(T+N1),439.80,442.95,413.70,417.75,-31.95,-7.10%,418.40,184.60,"77,239,390.00","29,852",,
Au(T+N2),431.00,431.00,406.95,412.85,-29.50,-6.67%,418.25,71.00,"29,695,630.00","149,126",,
mAu(T+D),428.00,428.65,403.12,405.97,-32.21,-7.35%,412.00,"32,950.80","13,575,948,452.00","1,036,164",多支付给空,"46,126"
Pt99.95,224.00,224.00,215.00,220.60,-4.26,-1.89%,217.70,140.00,"30,478,840.00",-,,
Ag99.99,"5,844","5,844","5,844","5,844",-433,-6.90%,"5,844",60.00,"350,640.00",4,,
Ag(T+D),"6,385","6,440","5,844","5,844",-798,-12.01%,"6,211","34,095,776.00","211,795,949,476.00","12,981,584",空支付给多,"6,690"
NYAuTN06,445.35,498.40,424.60,432.10,-29.40,-6.37%,434.05,707.80,"307,206,660.00","20,854",,
NYAuTN12,440.20,486.00,417.80,425.65,-28.50,-6.28%,426.35,"2,064.80","880,384,310.00","97,246",,
PGC30g,429.41,429.41,400.00,410.84,-27.48,-6.27%,414.08,2.10,"869,575.20",-,,
