合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.70,377.70,375.00,375.66,-1.53,-0.41%,375.84,46.00,"17,288,900.00",-,,
Au99.99,379.00,380.30,368.55,374.01,-2.99,-0.79%,377.29,"21,907.84","7,678,270,544.60",-,,
Au100g,378.38,379.58,373.80,374.05,-1.99,-0.53%,377.80,93.60,"35,362,968.00",-,,
iAu99.99,387.76,391.53,379.00,379.00,-0.61,-0.16%,388.78,"4,253.32","1,608,486,192.40",-,,
iAu100g,298.50,299.00,298.50,298.83,-10.17,-3.29%,298.83,0.60,"179,300.00",-,,
Au(T+D),378.47,380.50,372.33,373.71,-1.83,-0.49%,377.44,"119,034.00","44,928,203,140.00","247,888",多支付给空,"11,026"
Au(T+N1),380.50,381.50,375.15,375.85,-1.35,-0.36%,377.65,64.00,"24,168,560.00","194,722",多支付给空,400
Au(T+N2),379.15,383.85,377.00,379.75,0.60,0.16%,380.10,91.40,"34,742,550.00","118,776",,
mAu(T+D),378.40,380.49,372.76,373.91,-1.67,-0.44%,377.77,"18,769.40","7,090,612,174.00","953,738",多支付给空,"36,698"
Pt99.95,183.16,188.30,183.16,185.38,6.03,3.36%,186.87,470.00,"87,832,400.00",-,,
Ag(T+D),"3,790","3,854","3,706","3,728",-21,-0.56%,"3,800","15,288,274.00","58,108,986,820.00","10,110,640",空支付给多,"11,100"
NYAuTN06,388.90,394.75,386.90,387.90,-1.40,-0.36%,391.00,"1,068.20","417,693,910.00","71,640",,
NYAuTN12,390.90,394.95,387.90,388.65,-1.40,-0.36%,391.65,"1,204.80","471,854,440.00","59,702",,
PGC30g,384.15,386.00,379.15,379.53,-3.45,-0.90%,382.69,1.74,"665,890.20",-,,
