合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,396.50,396.90,395.60,396.36,-3.62,-0.91%,396.39,318.00,"126,052,380.00",-,,
Au99.99,401.00,401.00,395.93,396.04,-4.78,-1.19%,397.02,"11,879.96","4,686,811,969.60",-,,
Au100g,398.50,399.49,395.60,396.59,-3.77,-0.94%,396.70,56.60,"22,453,506.00",-,,
iAu99.99,400.00,403.50,400.00,403.00,2.00,0.50%,401.53,2.32,"931,560.00",-,,
Au(T+D),399.88,400.90,395.51,396.11,-3.39,-0.85%,397.52,"99,888.00","39,707,962,340.00","244,850",多支付给空,"9,014"
Au(T+N1),405.00,405.05,400.25,401.50,-2.50,-0.62%,401.75,26.20,"10,526,320.00","22,892",多支付给空,100
Au(T+N2),402.70,402.70,398.05,399.25,-3.50,-0.87%,400.15,35.40,"14,164,930.00","140,714",多支付给空,600
mAu(T+D),400.00,400.65,395.60,396.29,-3.25,-0.81%,397.36,"13,473.60","5,353,939,748.00","896,626",多支付给空,"25,268"
Pt99.95,194.10,197.25,193.00,196.28,0.44,0.22%,194.73,226.00,"44,009,800.00",-,,
Ag(T+D),"4,380","4,413","4,289","4,296",-56,-1.29%,"4,334","15,993,308.00","69,321,391,792.00","13,136,762",空支付给多,"70,170"
NYAuTN06,410.00,411.95,406.40,408.10,-2.05,-0.50%,407.60,254.80,"103,851,670.00","12,344",,
NYAuTN12,407.85,409.20,404.00,405.05,-3.35,-0.82%,406.00,800.40,"324,977,200.00","75,518",,
PGC30g,405.30,405.30,402.04,402.81,-3.00,-0.74%,402.81,0.30,"120,844.20",-,,
