合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,401.00,402.50,401.00,402.08,-4.68,-1.15%,401.35,204.00,"81,875,500.00",-,,
Au99.99,407.48,407.60,399.80,402.85,-3.78,-0.93%,402.03,"15,361.00","5,965,697,940.80",-,,
Au100g,407.48,407.48,400.70,403.48,-3.82,-0.94%,402.52,34.00,"13,685,912.00",-,,
iAu99.99,410.00,410.00,410.00,410.00,-5.50,-1.32%,410.00,0.02,"8,200.00",-,,
Au(T+D),406.76,407.48,399.30,402.06,-5.49,-1.35%,401.88,"51,678.00","20,768,600,680.00","217,942",多支付给空,"5,742"
Au(T+N1),412.25,413.00,407.00,408.40,-5.80,-1.40%,409.00,355.80,"145,518,630.00","35,286",,
Au(T+N2),407.00,407.00,401.05,402.60,-7.05,-1.72%,402.90,19.00,"7,655,530.00","158,406",多支付给空,400
mAu(T+D),406.50,407.50,399.56,402.71,-5.00,-1.23%,401.93,"7,253.40","2,915,386,148.00","932,420",多支付给空,"25,090"
Pt99.95,196.69,198.18,196.06,197.87,0.87,0.44%,197.69,198.00,"39,143,460.00",-,,
Ag99.99,"5,122","5,122","5,122","5,122",25,0.49%,"5,122","5,790.00","29,656,380.00",386,,
Ag(T+D),"5,281","5,304","5,028","5,101",-198,-3.74%,"5,125","23,732,038.00","121,633,486,138.00","11,999,520",多支付给空,"35,700"
NYAuTN06,417.90,419.60,411.85,416.10,-3.80,-0.90%,415.05,493.80,"204,951,670.00","32,488",,
NYAuTN12,415.40,417.95,409.50,412.80,-4.50,-1.08%,412.05,453.00,"186,658,370.00","91,760",,
PGC30g,406.57,406.83,405.41,406.27,-6.10,-1.48%,406.27,0.18,"73,128.60",-,,
