合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.15,375.20,373.40,373.50,-3.20,-0.85%,373.86,924.00,"345,451,900.00",-,,
Au99.99,377.28,377.60,372.58,373.04,-4.24,-1.12%,374.59,"11,858.18","4,434,158,100.60",-,,
Au100g,377.99,377.99,373.00,374.30,-3.08,-0.82%,375.11,26.40,"9,902,956.00",-,,
iAu99.99,370.00,374.20,360.00,373.63,-2.59,-0.69%,373.88,860.62,"321,774,504.00",-,,
Au(T+D),377.10,377.10,372.00,372.80,-4.46,-1.18%,374.13,"39,614.00","14,821,052,500.00","159,532",多支付给空,"6,894"
Au(T+N1),378.50,380.90,375.10,377.15,-2.60,-0.68%,376.35,19.60,"7,376,970.00","142,142",多支付给空,600
Au(T+N2),381.05,381.05,377.20,378.40,-4.30,-1.12%,379.20,17.80,"6,749,530.00","65,262",,
mAu(T+D),377.30,377.30,372.31,372.91,-4.48,-1.19%,374.36,"7,110.20","2,661,842,224.00","567,128",多支付给空,"42,898"
Pt99.95,270.80,271.40,270.50,270.76,3.37,1.26%,270.82,68.00,"18,416,000.00",-,,
Ag(T+D),"5,679","5,795","5,596","5,708",27,0.48%,"5,698","11,460,440.00","65,301,858,032.00","9,067,406",多支付给空,"35,040"
NYAuTN06,377.55,377.70,373.80,374.30,-4.25,-1.12%,375.65,127.00,"47,707,250.00","38,870",,
NYAuTN12,382.95,382.95,378.90,380.05,-4.15,-1.08%,380.85,87.60,"33,362,110.00","16,580",,
PGC30g,377.77,377.77,377.77,377.77,-5.17,-1.35%,377.77,0.06,"22,666.20",-,,
