合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,361.20,390.10,361.20,364.72,7.84,2.20%,362.96,424.00,"153,897,480.00",-,,
Au99.99,356.50,364.56,356.00,364.49,7.70,2.16%,363.06,"21,297.84","7,726,055,225.40",-,,
Au100g,358.36,364.85,356.00,364.65,6.24,1.74%,361.72,24.00,"8,681,386.00",-,,
iAu99.99,362.00,363.65,362.00,363.65,7.00,1.96%,363.05,400.28,"145,325,160.00",-,,
Au(T+D),356.70,364.50,355.60,364.28,8.01,2.25%,361.47,"42,622.00","15,406,961,760.00","158,636",空支付给多,"10,012"
Au(T+N1),359.40,365.70,359.40,364.95,7.55,2.11%,362.95,26.40,"9,581,850.00","150,532",多支付给空,600
Au(T+N2),362.65,367.80,360.00,366.65,6.30,1.75%,365.15,35.80,"13,072,450.00","86,384",多支付给空,200
mAu(T+D),356.05,364.66,355.60,364.36,7.77,2.18%,361.64,"8,389.80","3,034,126,140.00","491,994",多支付给空,"54,478"
Pt99.95,258.20,260.90,258.20,260.55,4.30,1.68%,259.55,240.00,"62,293,340.00",-,,
Ag(T+D),"4,995","5,094","4,982","5,077",79,1.58%,"5,044","5,943,858.00","29,986,710,842.00","8,180,838",多支付给空,"231,750"
NYAuTN06,338.00,364.85,338.00,364.35,6.80,1.90%,360.50,174.60,"62,940,410.00","37,494",,
NYAuTN12,361.65,370.00,361.35,369.60,7.10,1.96%,365.70,147.80,"54,050,290.00","23,170",,
PGC30g,367.00,369.79,367.00,368.34,5.14,1.42%,367.61,0.84,"308,793.60",-,,
