合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.00,368.00,364.90,365.17,-3.24,-0.88%,365.91,254.00,"92,943,160.00",-,,
Au99.99,368.70,368.70,364.95,365.59,-3.03,-0.82%,366.00,"12,134.92","4,447,617,994.60",-,,
Au100g,368.22,368.22,365.72,365.98,-3.31,-0.90%,366.85,31.80,"11,666,084.00",-,,
iAu99.99,365.00,366.00,364.00,365.80,-1.58,-0.43%,365.73,700.44,"256,172,694.00",-,,
Au(T+D),368.51,370.96,364.76,364.98,-3.25,-0.88%,366.06,"33,516.00","12,268,952,720.00","162,744",多支付给空,"5,986"
Au(T+N1),368.50,370.85,366.20,366.95,-2.40,-0.65%,367.95,7.60,"2,796,280.00","147,416",多支付给空,
Au(T+N2),370.55,371.10,368.20,370.05,-1.60,-0.43%,370.25,11.80,"4,368,990.00","88,310",,
mAu(T+D),368.62,369.09,364.81,364.98,-3.44,-0.93%,366.44,"7,127.00","2,611,618,466.00","467,080",多支付给空,"31,408"
Pt99.95,259.00,259.26,254.54,255.62,-5.16,-1.98%,256.34,882.00,"226,096,880.00",-,,
Ag99.99,"5,230","5,230","5,208","5,212",-10,-0.19%,"5,212",300.00,"1,563,720.00",20,,
Ag(T+D),"5,243","5,252","5,138","5,174",-66,-1.26%,"5,182","5,864,608.00","30,391,294,956.00","8,042,114",多支付给空,"149,970"
NYAuTN06,368.55,368.55,364.85,364.90,-3.70,-1.00%,366.00,58.60,"21,449,080.00","37,058",,
NYAuTN12,373.50,373.50,369.40,369.45,-4.05,-1.08%,370.65,106.40,"39,437,250.00","24,906",,
PGC30g,373.70,373.70,371.90,372.90,-0.92,-0.25%,372.90,0.24,"89,496.00",-,,
