合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,387.50,387.80,369.00,385.98,-1.90,-0.49%,386.22,514.00,"198,521,040.00",-,,
Au99.99,381.09,388.90,381.09,386.00,-2.09,-0.54%,387.21,"11,911.86","4,590,994,334.20",-,,
Au100g,388.43,389.48,385.10,387.63,-0.80,-0.21%,388.09,21.60,"8,382,772.00",-,,
iAu99.99,387.40,387.40,385.00,386.08,-2.67,-0.69%,386.52,6.06,"2,342,324.00",-,,
iAu100g,320.00,320.00,320.00,320.00,-65.00,-16.88%,320.00,0.80,"256,000.00",-,,
Au(T+D),385.75,388.49,383.80,386.09,-1.70,-0.44%,386.31,"27,924.00","10,787,442,640.00","156,156",多支付给空,"5,194"
Au(T+N1),387.10,390.70,387.00,388.85,-1.10,-0.28%,388.60,13.40,"5,207,080.00","158,358",多支付给空,400
Au(T+N2),390.80,394.20,390.80,392.75,-0.75,-0.19%,392.65,4.80,"1,884,770.00","43,914",,
mAu(T+D),386.26,388.87,384.12,386.29,-1.80,-0.46%,386.58,"6,257.60","2,419,110,036.00","596,262",多支付给空,"21,332"
Pt99.95,236.00,239.95,236.00,238.41,-1.27,-0.53%,238.43,618.00,"147,354,560.00",-,,
Ag(T+D),"5,235","5,311","5,163","5,267",-29,-0.55%,"5,243","11,573,644.00","60,683,446,508.00","10,260,160",多支付给空,"192,690"
NYAuTN06,389.25,391.10,387.20,389.10,-1.65,-0.42%,389.60,73.20,"28,520,470.00","40,472",,
NYAuTN12,394.20,396.20,391.95,394.30,-1.45,-0.37%,394.80,42.20,"16,660,250.00","11,542",,
PGC30g,392.16,392.16,391.30,391.73,-0.88,-0.22%,391.73,0.12,"47,007.60",-,,
