合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,386.40,386.40,385.60,385.81,-0.31,-0.08%,385.91,330.00,"127,351,500.00",-,,
Au99.99,386.60,387.00,384.03,386.00,0.70,0.18%,385.85,"8,792.92","3,398,948,041.40",-,,
Au100g,387.99,388.00,386.00,386.41,0.48,0.12%,386.83,13.00,"5,028,868.00",-,,
iAu99.99,288.65,388.00,288.65,338.32,-50.42,-12.97%,338.32,0.04,"13,533.00",-,,
iAu100g,371.00,372.00,371.00,371.50,3.50,0.95%,371.50,0.40,"148,600.00",-,,
Au(T+D),386.40,387.29,384.18,385.85,-0.48,-0.12%,385.86,"21,966.00","8,475,944,160.00","174,070",多支付给空,"11,286"
Au(T+N1),386.70,386.70,385.05,385.45,-1.90,-0.49%,385.80,7.40,"2,855,120.00","105,358",多支付给空,"8,100"
Au(T+N2),387.90,387.90,385.70,386.75,-0.10,-0.03%,386.95,10.80,"4,178,930.00","89,614",,
mAu(T+D),385.31,387.50,384.30,386.18,-0.19,-0.05%,385.81,"3,277.40","1,264,475,464.00","535,022",多支付给空,"32,850"
Pt99.95,248.48,248.76,247.00,247.01,-0.99,-0.40%,247.73,520.00,"128,820,920.00",-,,
Ag(T+D),"5,622","5,631","5,560","5,580",-42,-0.75%,"5,593","4,286,002.00","23,972,220,248.00","8,335,340",空支付给多,
NYAuTN06,389.00,390.15,388.00,389.15,-0.70,-0.18%,389.30,74.60,"29,041,960.00","33,180",,
NYAuTN12,394.05,395.10,391.85,392.90,-0.90,-0.23%,393.25,374.20,"147,158,850.00","41,590",,
PGC30g,391.40,391.40,391.40,391.40,-0.50,-0.13%,391.40,0.06,"23,484.00",-,,
