合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,383.50,383.90,383.40,383.70,-5.13,-1.32%,383.70,12.00,"4,604,400.00",-,,
Au99.99,390.80,390.80,380.79,384.22,-3.62,-0.93%,383.86,"10,913.44","4,193,387,680.40",-,,
Au100g,387.00,388.01,382.00,385.01,-3.73,-0.96%,384.22,57.80,"22,208,172.00",-,,
iAu99.99,383.00,385.00,383.00,384.99,-6.50,-1.66%,384.95,"3,831.32","1,474,889,400.00",-,,
Au(T+D),387.03,387.50,380.38,383.94,-5.26,-1.35%,383.15,"152,160.00","58,300,500,360.00","231,500",多支付给空,"8,800"
Au(T+N1),387.15,387.15,378.30,384.25,-4.90,-1.26%,383.40,39.40,"15,105,710.00","111,278",多支付给空,38
Au(T+N2),387.60,390.00,382.45,386.00,-5.90,-1.51%,383.85,297.20,"114,082,110.00","137,762",多支付给空,180
mAu(T+D),387.00,387.48,380.55,384.21,-5.20,-1.34%,383.17,"22,245.00","8,523,807,488.00","842,976",多支付给空,"26,176"
Pt99.95,198.15,199.15,194.00,198.01,-2.83,-1.41%,197.27,630.00,"124,283,700.00",-,,
Ag99.99,"4,303","4,303","4,303","4,303",-5,-0.12%,"4,303","1,800.00","7,745,400.00",120,,
Ag(T+D),"4,264","4,281","4,159","4,253",-33,-0.77%,"4,213","25,549,422.00","107,663,555,032.00","12,978,442",多支付给空,"16,680"
NYAuTN06,388.75,389.55,380.70,384.65,-6.95,-1.77%,383.80,326.00,"125,117,700.00","34,008",,
NYAuTN12,393.60,393.60,386.10,389.70,-5.50,-1.39%,389.00,"1,240.20","482,451,050.00","79,668",,
PGC30g,389.90,390.11,386.75,389.04,-4.22,-1.07%,388.58,0.84,"326,411.40",-,,
