合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,414.50,414.50,412.50,413.00,0.50,0.12%,413.02,308.00,"127,211,620.00",-,,
Au99.99,415.50,416.00,412.11,414.80,0.30,0.07%,413.85,"11,742.74","4,784,867,799.20",-,,
Au100g,415.00,416.00,412.20,414.89,1.26,0.30%,414.97,33.20,"13,777,198.00",-,,
iAu99.99,426.20,426.20,426.20,426.20,2.13,0.50%,426.20,0.02,"8,524.00",-,,
Au(T+D),413.99,415.72,410.81,414.03,-1.46,-0.35%,413.61,"58,286.00","24,107,948,420.00","251,032",多支付给空,"15,272"
Au(T+N1),422.30,424.55,420.05,422.30,-1.75,-0.41%,421.75,12.20,"5,145,240.00","32,844",,
Au(T+N2),418.90,418.90,412.90,415.65,-3.25,-0.78%,415.50,19.00,"7,894,870.00","154,572",,
mAu(T+D),414.40,415.95,411.14,414.12,-1.68,-0.40%,413.75,"7,611.80","3,149,435,012.00","947,118",多支付给空,"20,996"
Pt99.95,207.93,208.60,204.00,206.38,-1.36,-0.65%,206.50,472.00,"97,469,540.00",-,,
Ag(T+D),"5,948","6,043","5,781","5,870",-180,-2.98%,"5,914","34,148,944.00","201,962,118,858.00","12,281,304",多支付给空,"24,990"
NYAuTN06,433.80,438.00,430.70,433.75,-1.25,-0.29%,433.30,112.40,"48,701,750.00","23,052",,
NYAuTN12,428.85,430.45,425.25,428.65,-1.15,-0.27%,428.25,153.80,"65,863,200.00","91,470",,
PGC30g,419.00,422.00,417.00,421.39,1.51,0.36%,419.86,1.98,"831,330.00",-,,
