合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,382.50,383.20,382.50,382.83,1.97,0.52%,382.78,118.00,"45,168,100.00",-,,
Au99.99,381.70,383.70,381.40,382.50,0.80,0.21%,383.03,"10,750.28","4,142,068,993.60",-,,
Au100g,382.00,383.99,381.88,382.51,1.02,0.27%,383.02,24.00,"9,192,680.00",-,,
iAu99.99,382.56,383.00,382.56,382.83,1.55,0.41%,382.83,0.64,"245,014.40",-,,
Au(T+D),382.19,383.57,381.63,382.39,0.45,0.12%,382.88,"20,328.00","7,783,211,500.00","153,932",空支付给多,"11,340"
Au(T+N1),-,-,-,-,,,-,0.00,0.00,766,,
Au(T+N2),-,-,-,-,,,-,0.00,0.00,"91,812",,
mAu(T+D),382.48,383.58,381.80,382.59,0.68,0.18%,382.92,"6,251.80","2,393,984,838.00","617,938",多支付给空,"24,310"
Pt99.95,227.00,227.00,226.00,226.03,-1.93,-0.85%,226.61,306.00,"69,344,200.00",-,,
Ag99.99,"5,144","5,144","5,141","5,142",-65,-1.25%,"5,142","3,000.00","15,427,500.00",200,,
Ag(T+D),"5,134","5,153","5,071","5,109",-17,-0.33%,"5,116","1,967,284.00","10,065,765,596.00","6,413,970",多支付给空,"189,120"
NAYuTN06,387.75,388.95,386.25,387.70,0.30,0.08%,388.00,63.00,"24,445,130.00","27,514",,
NAYuTN12,382.95,384.15,382.65,383.00,0.65,0.17%,383.45,22.00,"8,435,520.00","20,734",,
PGC30g,389.20,389.20,388.60,388.85,2.25,0.58%,388.85,0.24,"93,324.60",-,,
