合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.49,382.50,381.49,381.97,4.35,1.15%,381.93,316.00,"120,691,760.00",-,,
Au99.99,372.00,383.19,372.00,382.74,4.15,1.10%,382.28,"14,575.26","5,512,451,037.40",-,,
Au100g,379.60,384.75,379.60,384.75,4.47,1.18%,382.02,21.20,"8,098,932.00",-,,
iAu99.99,381.50,381.70,380.30,381.27,4.97,1.32%,381.25,"1,047.00","399,176,320.00",-,,
Au(T+D),379.12,383.03,378.40,382.71,5.79,1.54%,381.45,"23,260.00","8,872,614,500.00","158,690",多支付给空,"7,284"
Au(T+N1),381.00,385.50,381.00,385.00,4.60,1.21%,385.30,86.60,"33,366,800.00","142,646",,
Au(T+N2),385.00,389.00,383.00,389.00,5.45,1.42%,388.50,33.20,"12,898,050.00","64,206",,
mAu(T+D),378.70,383.14,378.70,382.80,5.11,1.35%,381.76,"6,764.00","2,582,261,924.00","616,132",多支付给空,"41,138"
Pt99.95,253.22,253.22,252.00,252.98,10.82,4.47%,252.98,74.00,"18,720,800.00",-,,
Ag(T+D),"5,510","5,587","5,492","5,555",101,1.85%,"5,546","6,005,966.00","33,309,677,562.00","8,965,636",多支付给空,"135,420"
NYAuTN06,381.30,385.05,380.70,384.85,5.65,1.49%,383.70,125.80,"48,269,760.00","40,296",,
NYAuTN12,386.70,390.85,386.40,390.60,5.80,1.51%,389.65,135.80,"52,917,510.00","15,868",,
PGC30g,388.42,388.42,388.42,388.42,4.97,1.30%,388.42,0.06,"23,305.20",-,,
