合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,400.40,400.40,390.99,397.82,-4.13,-1.03%,398.68,182.00,"72,560,960.00",-,,
Au99.99,404.50,404.50,399.00,399.79,-2.20,-0.55%,400.09,"8,557.74","3,286,540,039.20",-,,
Au100g,401.55,402.30,399.00,399.94,-2.05,-0.51%,400.61,48.40,"19,389,996.00",-,,
iAu99.99,405.00,405.00,405.00,405.00,0.00,0.00%,405.00,0.02,"8,100.00",-,,
Au(T+D),401.30,402.11,398.50,399.53,-2.24,-0.56%,400.20,"82,278.00","32,928,185,840.00","253,590",多支付给空,"10,526"
Au(T+N1),409.80,409.80,404.25,404.85,-2.90,-0.71%,405.55,351.40,"142,518,990.00","24,074",多支付给空,200
Au(T+N2),405.00,405.00,401.70,402.10,-2.55,-0.63%,402.95,81.40,"32,800,520.00","140,854",多支付给空,600
mAu(T+D),401.52,402.00,398.33,399.66,-2.14,-0.53%,400.09,"10,973.80","4,390,557,648.00","884,390",空支付给多,"37,000"
Pt99.95,200.30,200.32,196.00,196.05,-3.95,-1.98%,196.50,306.00,"60,131,040.00",-,,
Ag99.99,"4,435","4,435","4,435","4,435",122,2.83%,"4,435",30.00,"133,050.00",2,,
Ag(T+D),"4,490","4,496","4,383","4,409",-32,-0.72%,"4,438","19,836,206.00","88,035,802,012.00","13,695,992",多支付给空,"166,440"
NYAuTN06,412.15,413.95,410.00,411.00,-2.15,-0.52%,411.55,103.60,"42,635,720.00","18,108",,
NYAuTN12,409.70,411.00,407.40,408.05,-2.60,-0.63%,409.20,209.20,"85,601,500.00","74,474",,
PGC30g,403.00,403.00,403.00,403.00,-4.05,-1.00%,403.00,0.06,"24,180.00",-,,
