合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.60,377.70,376.70,376.70,-1.12,-0.30%,377.06,630.00,"237,550,400.00",-,,
Au99.99,378.99,378.99,375.80,377.28,-0.71,-0.19%,377.55,"17,984.14","6,778,458,052.40",-,,
Au100g,377.30,378.63,376.31,377.38,-0.82,-0.22%,377.86,30.00,"11,336,018.00",-,,
iAu99.99,370.01,377.10,370.01,376.22,-0.58,-0.15%,376.49,"1,736.36","653,732,985.00",-,,
Au(T+D),377.60,378.50,375.00,377.19,-0.34,-0.09%,377.26,"30,962.00","11,680,726,600.00","157,476",多支付给空,"8,340"
Au(T+N1),381.80,381.80,377.00,379.05,-1.25,-0.33%,379.75,48.40,"18,380,490.00","142,196",,
Au(T+N2),381.15,383.95,381.15,382.70,-0.70,-0.18%,382.70,4.80,"1,836,950.00","65,184",,
mAu(T+D),377.80,378.59,375.37,377.29,-0.55,-0.15%,377.39,"7,939.00","2,996,110,924.00","583,714",空支付给多,"63,716"
Pt99.95,270.16,270.84,262.26,267.39,-4.43,-1.63%,266.85,616.00,"164,379,940.00",-,,
Ag(T+D),"5,745","5,761","5,608","5,657",-62,-1.08%,"5,681","9,286,402.00","52,757,173,814.00","9,009,614",多支付给空,"69,900"
NYAuTN06,379.20,379.40,376.40,378.30,-0.30,-0.08%,378.55,100.40,"38,007,590.00","38,964",,
NYAuTN12,381.15,384.90,381.15,383.40,-0.50,-0.13%,384.20,57.40,"22,054,500.00","16,202",,
PGC30g,383.91,383.91,382.46,382.94,0.29,0.08%,382.94,0.18,"68,929.80",-,,
