合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.00,380.00,375.00,376.80,-3.12,-0.82%,375.89,420.00,"157,875,900.00",-,,
Au99.99,378.09,381.00,375.20,377.04,-3.41,-0.90%,376.98,"21,087.18","7,547,248,554.40",-,,
Au100g,380.35,381.09,375.80,377.50,-3.41,-0.90%,377.43,46.40,"17,512,916.00",-,,
iAu99.99,387.00,387.00,373.51,384.50,-5.61,-1.44%,384.98,3.06,"1,178,050.20",-,,
Au(T+D),379.45,380.60,374.87,376.58,-4.30,-1.13%,377.11,"85,316.00","32,174,226,520.00","231,132",多支付给空,"7,392"
Au(T+N1),381.60,381.95,375.50,376.40,-5.05,-1.32%,377.30,39.60,"14,940,850.00","191,716",,
Au(T+N2),383.95,383.95,377.75,378.05,-5.40,-1.41%,378.95,15.60,"5,911,530.00","119,714",多支付给空,"1,000"
mAu(T+D),379.69,380.65,375.01,376.77,-4.13,-1.08%,377.26,"18,017.40","6,797,377,416.00","915,240",多支付给空,"42,376"
Pt99.95,180.79,182.75,180.50,180.50,-1.04,-0.57%,181.24,280.00,"50,749,280.00",-,,
Ag(T+D),"3,687","3,697","3,593","3,615",-83,-2.24%,"3,642","10,576,846.00","38,522,245,014.00","9,816,894",多支付给空,"71,100"
NYAuTN06,390.80,391.10,385.30,387.10,-3.60,-0.92%,387.55,525.00,"203,462,320.00","66,074",,
NYAuTN12,389.45,391.10,385.40,386.85,-4.10,-1.05%,387.10,518.80,"200,840,570.00","64,288",,
PGC30g,385.07,385.07,381.51,382.44,-3.15,-0.82%,382.70,1.92,"734,800.20",-,,
