合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.85,369.20,368.85,368.93,-2.53,-0.68%,368.97,210.00,"77,485,400.00",-,,
Au99.99,369.51,371.00,368.40,368.90,-2.10,-0.57%,369.09,"17,587.70","6,569,072,531.00",-,,
Au100g,371.15,372.00,369.40,369.78,-3.12,-0.84%,370.27,22.20,"8,220,136.00",-,,
iAu99.99,367.50,368.20,367.00,368.19,-1.95,-0.53%,368.19,20.06,"7,386,038.00",-,,
Au(T+D),370.31,370.70,368.38,368.66,-3.06,-0.82%,369.18,"15,412.00","5,689,874,120.00","147,458",空支付给多,"5,690"
Au(T+N1),371.15,372.90,371.15,372.20,-1.80,-0.48%,372.20,5.00,"1,861,000.00",628,,
Au(T+N2),374.60,374.60,374.50,374.60,-1.80,-0.48%,374.60,2.20,"824,100.00","3,164",,
mAu(T+D),370.50,370.94,368.45,368.54,-3.04,-0.82%,369.24,"4,266.20","1,575,284,164.00","707,824",空支付给多,"19,438"
Pt99.95,198.97,200.50,197.50,199.99,0.43,0.22%,200.16,336.00,"67,256,640.00",-,,
Ag99.99,"4,759","4,759","4,753","4,755",128,2.77%,"4,755","7,440.00","35,384,160.00",496,,
Ag(T+D),"4,696","4,739","4,673","4,715",-4,-0.08%,"4,701","1,759,566.00","8,272,898,350.00","7,561,546",多支付给空,"93,000"
NYAuTN06,373.20,373.85,371.40,371.50,-3.20,-0.85%,372.60,26.60,"9,911,380.00","28,224",,
NYAuTN12,378.00,378.00,375.55,376.00,-2.45,-0.65%,376.20,44.80,"16,854,840.00","1,786",,
PGC30g,375.20,375.20,375.20,375.20,-1.75,-0.46%,375.20,0.06,"22,512.00",-,,
