合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,374.60,375.00,374.60,374.83,-1.63,-0.43%,374.79,490.00,"183,611,900.00",-,,
Au99.99,376.40,377.00,374.35,374.40,-2.04,-0.54%,374.80,"13,110.32","4,955,387,573.80",-,,
Au100g,377.63,377.63,272.27,374.70,-2.15,-0.57%,371.84,40.00,"14,873,708.00",-,,
iAu99.99,374.00,374.50,373.65,373.65,-2.45,-0.65%,374.14,"2,012.00","752,777,638.80",-,,
Au(T+D),376.34,377.50,374.30,374.34,-1.95,-0.52%,375.32,"18,570.00","6,969,871,660.00","148,702",多支付给空,"11,882"
Au(T+N1),379.20,379.85,378.50,379.15,-0.85,-0.22%,379.15,1.00,"379,170.00",700,,
Au(T+N2),376.10,376.10,375.80,375.90,-1.75,-0.46%,375.90,41.80,"15,712,660.00","88,766",,
mAu(T+D),376.15,377.48,374.34,374.34,-2.06,-0.55%,375.06,"5,461.00","2,048,251,178.00","539,874",多支付给空,"14,830"
Pt99.95,220.51,220.51,215.50,215.95,-4.43,-2.01%,217.41,374.00,"81,313,260.00",-,,
Ag(T+D),"5,063","5,100","5,048","5,056",16,0.32%,"5,071","3,120,102.00","15,824,090,564.00","7,100,974",空支付给多,"77,070"
NYAuTN06,382.05,383.25,379.50,379.65,-2.50,-0.65%,381.10,39.40,"15,015,030.00","17,576",,
NYAuTN12,379.00,379.75,376.05,376.10,-2.15,-0.57%,377.05,55.40,"20,888,700.00","34,742",,
PGC30g,379.00,379.00,379.00,379.00,-2.51,-0.66%,379.00,0.06,"22,740.00",-,,
