合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,385.00,389.20,385.00,388.91,5.83,1.52%,387.18,90.00,"34,846,400.00",-,,
Au99.99,384.83,389.60,382.28,388.81,5.32,1.39%,387.76,"10,913.12","4,017,835,563.80",-,,
Au100g,383.38,389.49,382.55,388.95,5.53,1.44%,386.84,68.60,"26,537,492.00",-,,
iAu99.99,393.00,395.00,393.00,394.99,4.23,1.08%,394.99,18.16,"7,173,079.00",-,,
iAu100g,320.00,320.01,320.00,320.00,0.00,0.00%,320.00,1.40,"448,006.00",-,,
Au(T+D),383.55,389.74,382.52,388.86,6.23,1.63%,386.80,"104,616.00","40,465,979,840.00","220,940",多支付给空,"12,098"
Au(T+N1),384.95,390.80,382.85,389.60,5.95,1.55%,388.95,299.80,"116,606,550.00","181,898",多支付给空,400
Au(T+N2),384.95,392.55,384.85,392.50,6.55,1.70%,390.45,151.20,"59,035,960.00","121,894",,
mAu(T+D),383.60,389.66,382.75,388.88,6.19,1.62%,386.97,"19,053.80","7,373,266,892.00","871,278",多支付给空,"42,624"
Pt99.95,182.90,185.60,182.45,182.97,-0.82,-0.45%,183.18,234.00,"42,865,460.00",-,,
Ag(T+D),"3,780","3,984","3,771","3,956",177,4.68%,"3,888","22,042,562.00","85,708,783,086.00","10,490,716",多支付给空,"6,870"
NYAuTN06,390.75,397.50,390.00,396.95,6.60,1.69%,394.35,"1,090.00","429,864,290.00","53,458",,
NYAuTN12,391.45,397.50,390.40,396.75,6.35,1.63%,395.05,900.80,"355,869,880.00","70,054",,
PGC30g,389.30,395.22,389.30,394.79,6.07,1.56%,392.15,8.10,"3,176,429.40",-,,
