合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.30,372.30,362.99,368.26,-10.19,-2.69%,365.23,"1,430.00","522,281,980.00",-,,
Au99.99,377.00,378.00,366.00,370.58,-6.92,-1.83%,369.21,"10,711.32","3,954,830,056.20",-,,
Au100g,378.50,378.50,366.10,369.91,-9.52,-2.51%,371.70,123.40,"45,868,330.00",-,,
iAu99.99,377.28,377.28,371.20,374.24,-5.76,-1.52%,374.24,0.04,"14,969.60",-,,
Au(T+D),377.81,378.15,366.31,369.32,-9.32,-2.46%,371.05,"75,486.00","28,009,802,640.00","245,446",多支付给空,"5,960"
Au(T+N1),381.70,381.70,372.30,374.25,-10.40,-2.70%,377.75,29.40,"11,105,700.00","40,904",,
Au(T+N2),370.00,374.90,365.05,369.15,-10.15,-2.68%,370.70,9.60,"3,558,660.00","138,996",多支付给空,400
mAu(T+D),377.20,378.33,366.83,369.50,-9.29,-2.45%,371.15,"12,125.20","4,500,357,582.00","516,616",多支付给空,"24,358"
Pt99.95,213.05,213.05,211.47,211.74,1.07,0.51%,212.10,110.00,"22,962,280.00",-,,
Ag99.99,"4,640","4,652","4,640","4,646",-392,-7.78%,"4,646","12,000.00","55,752,000.00",800,,
Ag(T+D),"4,838","4,845","4,562","4,637",-214,-4.41%,"4,680","25,467,358.00","119,201,185,066.00","11,880,096",多支付给空,"93,120"
NYAuTN06,388.00,388.20,378.65,380.70,-8.40,-2.16%,380.65,683.40,"260,131,480.00","47,090",,
NYAuTN12,382.10,382.10,372.70,375.45,-7.50,-1.96%,375.20,273.40,"102,577,920.00","39,380",,
PGC30g,378.44,378.44,372.56,373.46,-10.30,-2.68%,375.31,2.28,"855,710.40",-,,
