合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.30,368.60,367.80,367.83,-1.10,-0.30%,368.27,426.00,"156,884,100.00",-,,
Au99.99,371.09,371.09,367.80,367.80,-1.10,-0.30%,368.27,"18,686.30","6,950,344,515.40",-,,
Au100g,367.00,369.99,367.00,369.00,-0.78,-0.21%,369.28,14.60,"5,391,524.00",-,,
iAu99.99,369.60,370.00,366.60,368.12,-0.07,-0.02%,369.46,0.50,"184,732.00",-,,
iAu100g,365.00,365.00,365.00,365.00,74.99,25.86%,365.00,0.20,"73,000.00",-,,
Au(T+D),370.00,370.70,367.70,367.75,-1.43,-0.39%,368.69,"10,636.00","3,921,406,840.00","149,792",多支付给空,"4,634"
Au(T+N1),371.10,372.90,371.05,372.20,0.00,0.00%,371.80,5.60,"2,082,030.00",618,,
Au(T+N2),376.45,376.45,373.60,374.90,0.30,0.08%,374.90,5.80,"2,174,560.00","3,164",,
mAu(T+D),369.69,370.75,367.72,367.78,-1.46,-0.40%,368.51,"3,968.80","1,462,565,470.00","712,636",多支付给空,"24,192"
Pt99.95,201.10,201.10,200.43,200.47,0.48,0.24%,200.62,138.00,"27,685,560.00",-,,
Ag99.99,"4,787","4,787","4,787","4,787",32,0.67%,"4,787",210.00,"1,005,270.00",14,,
Ag(T+D),"4,778","4,789","4,731","4,737",36,0.77%,"4,758","1,860,170.00","8,851,715,596.00","7,557,390",多支付给空,"13,890"
NYAuTN06,373.20,373.95,370.95,371.20,-1.40,-0.38%,371.85,29.60,"11,006,510.00","28,138",,
NYAuTN12,377.80,378.00,375.00,375.30,-0.90,-0.24%,375.85,86.40,"32,473,250.00","2,600",,
PGC30g,374.12,375.00,374.12,374.72,-0.48,-0.13%,374.72,0.42,"157,382.40",-,,
