合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.50,391.00,390.30,390.75,1.44,0.37%,390.64,288.00,"112,506,200.00",-,,
Au99.99,390.98,391.20,389.40,390.67,0.78,0.20%,390.62,"16,383.08","5,904,651,338.20",-,,
Au100g,389.50,391.40,389.50,391.35,0.72,0.18%,390.87,13.40,"5,237,712.00",-,,
iAu99.99,394.00,394.00,392.50,392.51,29.91,8.25%,392.52,23.52,"9,232,160.00",-,,
Au(T+D),389.50,391.18,388.86,390.68,0.87,0.22%,390.20,"58,770.00","22,932,347,200.00","221,544",空支付给多,"8,748"
Au(T+N1),394.40,395.50,393.95,395.45,0.75,0.19%,394.50,32.60,"12,861,320.00","22,400",,
Au(T+N2),391.25,393.40,391.25,393.30,1.30,0.33%,392.45,4.80,"1,883,780.00","138,310",多支付给空,
mAu(T+D),389.20,391.20,388.92,390.67,0.87,0.22%,390.21,"8,009.20","3,125,344,228.00","866,988",多支付给空,"37,324"
Pt99.95,194.00,195.75,192.50,195.33,-0.08,-0.04%,195.01,514.00,"100,239,020.00",-,,
Ag(T+D),"4,208","4,238","4,172","4,232",23,0.55%,"4,202","12,915,492.00","54,283,576,344.00","13,260,994",多支付给空,"97,650"
NYAuTN06,397.05,399.50,397.05,399.05,1.10,0.28%,398.65,103.40,"41,219,690.00","3,994",,
NYAuTN12,395.55,397.95,395.55,397.60,1.15,0.29%,396.95,351.40,"139,484,430.00","78,030",,
PGC30g,396.30,396.50,396.30,396.40,0.99,0.25%,396.40,0.12,"47,568.00",-,,
