合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,356.00,356.00,356.00,356.00,-8.50,-2.33%,356.00,2.00,"712,000.00",-,,
Au99.99,364.98,364.98,355.08,360.00,-4.27,-1.17%,357.56,"25,842.76","8,445,089,795.40",-,,
Au100g,362.31,362.93,356.58,358.91,-5.77,-1.58%,358.85,52.40,"18,804,068.00",-,,
iAu99.99,357.52,359.00,357.52,358.86,-7.55,-2.06%,358.86,0.22,"78,950.40",-,,
iAu100g,260.00,300.00,260.00,290.83,30.83,11.86%,281.90,3.20,"902,080.00",-,,
Au(T+D),361.01,363.00,355.27,360.10,-3.94,-1.08%,358.82,"125,510.00","45,036,462,020.00","256,706",空支付给多,"15,910"
Au(T+N1),363.00,364.95,356.20,360.00,-4.70,-1.29%,358.15,66.40,"23,782,330.00","195,460",,
Au(T+N2),365.20,367.40,358.95,361.70,-5.70,-1.55%,361.25,45.60,"16,472,690.00","118,080",,
mAu(T+D),361.24,362.90,355.49,360.02,-4.16,-1.14%,358.82,"18,676.20","6,701,548,388.00","906,758",多支付给空,"43,986"
Pt99.95,173.61,175.35,172.50,172.92,-1.18,-0.68%,173.88,742.00,"129,375,560.00",-,,
Ag(T+D),"3,392","3,445","3,384","3,413",7,0.21%,"3,413","9,328,650.00","31,845,986,048.00","9,499,336",空支付给多,"5,100"
NYAuTN06,365.75,367.15,359.15,364.05,-3.75,-1.02%,363.20,519.60,"188,712,540.00","62,050",,
NYAuTN12,365.70,368.80,360.10,364.90,-4.45,-1.20%,363.00,538.80,"195,589,000.00","42,218",,
PGC30g,361.41,364.01,361.41,363.49,-6.35,-1.72%,362.76,0.60,"217,658.40",-,,
