合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.00,369.00,368.00,368.94,3.77,1.03%,368.47,290.00,"106,856,940.00",-,,
Au99.99,365.90,369.50,365.80,368.60,3.01,0.82%,368.58,"11,552.82","4,282,384,661.40",-,,
Au100g,367.99,370.00,367.99,369.46,3.48,0.95%,369.45,17.60,"6,502,358.00",-,,
iAu99.99,365.90,367.50,365.90,367.41,1.61,0.44%,367.37,"1,382.20","507,782,300.00",-,,
iAu100g,364.00,364.00,364.00,364.00,3.99,1.11%,364.00,0.20,"72,800.00",-,,
Au(T+D),365.73,369.60,365.66,368.21,2.15,0.59%,368.41,"27,824.00","10,250,699,880.00","167,172",空支付给多,"11,092"
Au(T+N1),368.95,371.00,368.95,369.65,1.70,0.46%,369.55,511.20,"188,926,190.00","142,576",多支付给空,
Au(T+N2),370.50,372.50,368.55,371.35,1.10,0.30%,371.15,5.60,"2,078,560.00","88,312",,
mAu(T+D),365.60,369.57,365.51,368.42,1.98,0.54%,368.35,"8,764.20","3,228,369,646.00","502,374",空支付给多,"36,844"
Pt99.95,255.71,256.61,253.00,255.95,0.33,0.13%,254.98,834.00,"211,496,320.00",-,,
Ag99.99,"5,336","5,336","5,336","5,336",124,2.38%,"5,336","1,350.00","7,203,600.00",90,,
Ag(T+D),"5,200","5,313","5,190","5,294",112,2.16%,"5,266","6,511,064.00","34,291,658,078.00","8,321,684",多支付给空,"107,910"
NYAuTN06,366.30,369.10,366.30,368.90,2.90,0.79%,368.40,47.60,"17,536,210.00","37,012",,
NYAuTN12,371.00,374.10,371.00,373.70,3.05,0.82%,373.05,31.60,"11,787,790.00","24,988",,
PGC30g,373.94,374.42,373.94,374.18,1.28,0.34%,374.18,0.12,"44,901.60",-,,
