合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,404.70,404.70,402.80,403.60,0.10,0.02%,404.08,210.00,"84,858,200.00",-,,
Au99.99,404.50,405.60,402.77,402.97,-0.83,-0.21%,404.54,"6,117.44","2,440,140,106.60",-,,
Au100g,405.00,406.50,403.24,404.16,0.21,0.05%,405.10,27.20,"11,018,914.00",-,,
iAu99.99,413.50,413.50,401.70,403.76,-1.58,-0.39%,404.62,0.68,"275,146.00",-,,
Au(T+D),404.39,405.50,402.60,402.64,0.68,0.17%,404.28,"34,582.00","13,981,091,260.00","239,904",多支付给空,"33,206"
Au(T+N1),412.00,412.75,409.65,411.50,2.45,0.60%,411.70,2.80,"1,152,760.00","31,876",,
Au(T+N2),404.80,410.00,404.80,406.45,1.85,0.46%,406.55,41.60,"16,913,250.00","158,262",,
mAu(T+D),404.44,405.75,402.58,402.81,0.46,0.11%,404.47,"4,188.60","1,694,197,280.00","985,252",多支付给空,"58,850"
Pt99.95,201.25,201.25,199.30,199.30,-2.36,-1.17%,199.89,80.00,"15,991,820.00",-,,
Ag(T+D),"5,050","5,082","4,990","5,021",53,1.07%,"5,035","13,735,006.00","69,156,269,236.00","10,730,112",多支付给空,"12,000"
NYAuTN06,418.00,420.15,417.40,417.50,0.85,0.20%,418.45,60.20,"25,191,000.00","27,896",,
NYAuTN12,414.75,417.00,413.25,413.70,0.70,0.17%,415.45,136.40,"56,667,810.00","92,276",,
PGC30g,409.91,409.91,409.91,409.91,1.28,0.31%,409.91,0.06,"24,594.60",-,,
