合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.81,389.81,388.30,388.67,-2.22,-0.57%,389.12,108.00,"42,026,020.00",-,,
Au99.99,390.50,391.00,388.25,388.82,-1.68,-0.43%,389.51,"10,559.00","4,117,308,835.60",-,,
Au100g,390.19,390.88,387.80,388.66,-2.70,-0.69%,389.56,30.60,"11,920,572.00",-,,
iAu99.99,389.25,390.00,387.00,387.35,-2.72,-0.70%,388.34,410.66,"159,478,150.00",-,,
Au(T+D),390.07,391.13,388.08,388.99,-2.38,-0.61%,389.62,"32,258.00","12,568,563,600.00","166,870",多支付给空,"12,898"
Au(T+N1),391.00,391.00,388.50,389.35,0.80,0.21%,389.45,10.00,"3,894,370.00","132,412",多支付给空,600
Au(T+N2),392.50,394.30,391.10,392.45,-3.85,-0.97%,392.85,18.60,"7,307,050.00","89,022",,
mAu(T+D),390.40,391.09,388.17,388.90,-2.41,-0.62%,389.70,"4,712.40","1,836,441,652.00","528,110",空支付给多,"31,302"
Pt99.95,252.50,252.50,249.80,250.04,-4.42,-1.74%,250.81,754.00,"189,113,460.00",-,,
Ag99.99,"5,680","5,680","5,650","5,664",-106,-1.84%,"5,664","15,630.00","88,534,500.00","1,042",,
Ag(T+D),"5,626","5,683","5,602","5,617",-51,-0.90%,"5,637","4,685,402.00","26,414,939,438.00","7,904,254",多支付给空,"156,540"
NYAuTN06,389.40,390.50,387.90,388.75,-2.35,-0.60%,388.50,152.60,"59,282,700.00","34,748",,
NYAuTN12,393.15,393.85,391.40,391.65,-3.20,-0.81%,392.30,174.40,"68,415,970.00","27,550",,
PGC30g,394.50,394.50,394.50,394.50,-2.31,-0.58%,394.50,0.06,"23,670.00",-,,
