合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,365.00,365.80,364.30,365.73,1.53,0.42%,364.83,"1,430.00","521,719,380.00",-,,
Au99.99,364.31,366.26,364.00,366.20,1.80,0.49%,365.37,"17,541.12","6,390,789,182.40",-,,
Au100g,364.58,367.20,364.58,366.60,1.22,0.33%,365.80,19.00,"6,950,388.00",-,,
iAu99.99,363.25,364.00,363.00,363.88,0.03,0.01%,363.76,149.22,"54,280,710.00",-,,
Au(T+D),364.94,366.00,363.64,365.99,0.99,0.27%,364.99,"20,242.00","7,388,318,680.00","160,032",空支付给多,"7,466"
Au(T+N1),365.05,368.55,365.05,367.65,1.80,0.49%,366.60,7.40,"2,712,860.00","153,296",多支付给空,
Au(T+N2),370.85,370.85,370.85,370.85,1.85,0.50%,370.85,0.20,"74,170.00","85,950",多支付给空,200
mAu(T+D),365.40,366.20,363.90,365.77,0.55,0.15%,365.21,"4,328.80","1,580,925,430.00","561,984",空支付给多,"26,224"
Pt99.95,254.80,256.67,252.57,256.42,0.29,0.11%,254.99,422.00,"107,608,940.00",-,,
Ag(T+D),"5,295","5,315","5,250","5,287",-42,-0.79%,"5,281","4,445,578.00","23,480,136,836.00","8,081,952",多支付给空,"136,380"
NYAuTN06,364.70,366.30,364.35,365.90,-0.15,-0.04%,365.45,25.40,"9,282,070.00","38,918",,
NYAuTN12,369.90,371.70,369.90,371.35,0.35,0.09%,370.85,30.80,"11,422,290.00","20,970",,
PGC30g,370.45,371.56,370.14,371.45,1.03,0.28%,370.92,3.72,"1,379,842.80",-,,
