合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,388.16,388.16,387.30,387.88,-1.56,-0.40%,387.79,278.00,"107,807,520.00",-,,
Au99.99,389.60,389.60,387.25,388.09,-1.37,-0.35%,388.19,"14,552.24","5,650,276,750.60",-,,
Au100g,391.44,391.44,388.00,388.43,-2.27,-0.58%,388.69,27.80,"10,805,788.00",-,,
iAu100g,385.00,385.00,385.00,385.00,25.00,6.94%,385.00,0.20,"77,000.00",-,,
Au(T+D),389.20,389.64,386.60,387.69,0.54,0.14%,387.79,"17,768.00","6,890,318,640.00","157,648",多支付给空,"6,024"
Au(T+N1),390.00,390.90,389.10,390.00,-0.70,-0.18%,389.95,10.80,"4,211,380.00","158,350",,
Au(T+N2),392.85,394.30,392.15,393.55,-0.15,-0.04%,393.50,4.80,"1,888,940.00","43,916",,
mAu(T+D),389.00,389.68,387.08,387.98,0.28,0.07%,388.09,"5,354.20","2,077,921,638.00","593,732",多支付给空,"41,126"
Pt99.95,243.20,243.20,239.36,239.68,0.61,0.26%,240.40,220.00,"52,889,420.00",-,,
Ag(T+D),"5,341","5,362","5,226","5,256",-38,-0.72%,"5,296","10,743,006.00","56,904,941,576.00","10,316,554",空支付给多,"180,210"
NYAuTN06,392.10,392.10,390.00,390.90,0.50,0.13%,390.75,87.60,"34,230,450.00","40,590",,
NYAuTN12,396.90,396.90,394.95,395.75,0.50,0.13%,395.75,23.40,"9,260,300.00","11,234",,
PGC30g,392.61,392.61,392.61,392.61,0.15,0.04%,392.61,0.06,"23,556.60",-,,
