合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.45,366.50,365.40,365.51,-1.51,-0.41%,365.79,318.00,"116,321,600.00",-,,
Au99.99,368.29,368.29,364.10,366.40,-0.95,-0.26%,366.12,"22,346.20","8,184,476,948.60",-,,
Au100g,367.00,368.00,365.00,366.93,-1.98,-0.54%,367.25,36.20,"13,294,508.00",-,,
iAu99.99,365.91,365.91,364.00,365.16,-1.37,-0.37%,365.14,645.22,"235,598,130.40",-,,
Au(T+D),368.35,368.35,363.40,366.10,-1.48,-0.40%,365.37,"30,826.00","11,263,068,000.00","148,978",多支付给空,"5,120"
Au(T+N1),371.15,371.15,369.00,369.20,-2.90,-0.78%,369.60,2.80,"1,034,850.00",696,,
Au(T+N2),368.00,368.95,366.00,367.40,-0.45,-0.12%,367.40,1.00,"367,390.00","90,678",,
mAu(T+D),367.94,368.25,363.63,366.13,-1.79,-0.49%,365.88,"7,126.00","2,607,321,584.00","517,632",空支付给多,"29,168"
Pt99.95,221.24,223.32,219.51,222.09,-0.10,-0.05%,221.93,172.00,"38,172,940.00",-,,
Ag99.99,"4,852","4,852","4,833","4,835",13,0.27%,"4,835","2,130.00","10,300,560.00",142,,
Ag(T+D),"4,810","4,845","4,723","4,807",-7,-0.15%,"4,781","3,729,792.00","17,835,224,054.00","7,031,020",多支付给空,"136,950"
NYAuTN06,372.60,372.60,367.05,369.95,-2.10,-0.56%,369.55,250.00,"92,391,310.00","19,546",,
NYAuTN12,368.70,368.70,356.20,366.40,-1.90,-0.52%,365.30,256.60,"93,739,710.00","21,932",,
PGC30g,373.00,373.00,372.23,372.57,-1.12,-0.30%,372.57,0.24,"89,416.80",-,,
