合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,424.00,428.30,424.00,428.01,4.01,0.95%,427.18,60.00,"25,631,200.00",-,,
Au99.99,420.20,429.00,420.19,428.97,6.97,1.65%,426.13,"7,573.32","3,198,247,137.40",-,,
Au100g,423.51,428.50,422.02,428.16,4.83,1.14%,425.47,61.40,"26,124,256.00",-,,
iAu99.99,438.10,441.50,432.40,432.48,-5.38,-1.23%,438.83,84.98,"37,291,947.00",-,,
Au(T+D),421.80,428.65,421.23,428.61,2.41,0.57%,425.12,"152,120.00","64,669,482,160.00","286,166",多支付给空,"12,928"
Au(T+N1),430.15,438.15,430.10,437.75,2.60,0.60%,434.75,14.80,"6,434,600.00","26,564",,
Au(T+N2),426.00,433.00,426.00,432.95,3.70,0.86%,431.70,30.80,"13,296,160.00","146,166",,
mAu(T+D),422.98,428.95,421.58,428.63,2.44,0.57%,425.30,"15,872.60","6,750,696,712.00","960,662",多支付给空,"57,070"
Pt99.95,213.00,215.00,212.00,214.36,-3.44,-1.58%,213.25,80.00,"17,060,680.00",-,,
Ag(T+D),"5,430","5,702","5,348","5,637",33,0.59%,"5,515","36,212,944.00","199,733,307,004.00","12,488,274",多支付给空,"3,720"
NYAuTN06,445.00,450.00,443.35,448.80,1.35,0.30%,446.85,269.80,"120,559,250.00","20,488",,
NYAuTN12,439.80,446.00,437.05,443.90,2.00,0.45%,441.15,842.40,"371,628,200.00","89,298",,
PGC30g,430.41,432.60,430.41,432.10,-1.04,-0.24%,431.48,0.90,"388,333.20",-,,
