合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,403.00,405.00,403.00,404.04,0.44,0.11%,404.19,442.00,"178,654,320.00",-,,
Au99.99,403.80,405.80,402.50,404.49,1.52,0.38%,404.54,"20,563.26","8,243,030,952.20",-,,
Au100g,405.82,406.33,403.67,405.00,0.84,0.21%,404.98,37.20,"15,065,616.00",-,,
iAu99.99,403.00,403.00,403.00,403.00,-0.76,-0.19%,403.00,0.02,"8,060.00",-,,
Au(T+D),402.40,405.27,402.40,404.07,-0.21,-0.05%,403.93,"32,378.00","13,078,489,820.00","233,214",多支付给空,"17,330"
Au(T+N1),410.40,412.40,409.60,411.70,0.00,0.00%,410.65,5.20,"2,135,400.00","31,894",,
Au(T+N2),404.80,407.30,404.35,406.30,-0.25,-0.06%,406.20,64.20,"26,077,360.00","158,274",,
mAu(T+D),403.00,405.43,402.70,404.00,-0.47,-0.12%,404.15,"3,597.60","1,453,993,224.00","968,200",多支付给空,"47,954"
Pt99.95,199.10,199.10,196.94,198.21,-1.09,-0.55%,197.87,306.00,"60,731,000.00",-,,
Ag99.99,"5,097","5,097","5,097","5,097",176,3.58%,"5,097",120.00,"611,640.00",8,,
Ag(T+D),"5,030","5,114","5,030","5,079",44,0.87%,"5,076","4,855,622.00","24,648,492,534.00","10,771,652",多支付给空,"21,420"
NYAuTN06,410.35,417.00,410.35,415.75,-2.70,-0.65%,416.15,161.60,"67,251,950.00","28,776",,
NYAuTN12,413.15,414.30,412.75,413.10,-2.35,-0.57%,413.65,142.00,"58,737,600.00","92,222",,
PGC30g,409.99,410.23,409.99,410.07,0.16,0.04%,410.07,0.18,"73,812.60",-,,
