合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,395.20,396.00,394.50,394.89,4.14,1.06%,395.01,254.00,"100,333,100.00",-,,
Au99.99,394.60,396.49,390.15,393.82,3.15,0.81%,395.28,"17,722.52","6,657,569,246.40",-,,
Au100g,391.64,396.20,391.41,394.37,3.02,0.77%,394.48,45.20,"17,830,828.00",-,,
iAu99.99,396.00,399.00,396.00,396.86,4.35,1.11%,397.32,106.42,"42,282,887.00",-,,
Au(T+D),391.61,396.58,390.79,394.12,3.92,1.00%,394.17,"104,960.00","41,372,132,900.00","219,848",多支付给空,"11,494"
Au(T+N1),394.50,401.35,394.50,400.30,5.80,1.47%,397.40,45.60,"18,122,490.00","22,488",,
Au(T+N2),394.00,399.00,393.30,397.55,5.10,1.30%,396.75,33.80,"13,409,820.00","138,366",多支付给空,800
mAu(T+D),391.40,396.45,390.85,394.14,3.93,1.01%,394.29,"14,742.80","5,813,011,820.00","880,160",多支付给空,"33,556"
Pt99.95,193.50,196.40,193.50,194.41,-0.92,-0.47%,195.21,460.00,"89,799,100.00",-,,
Ag(T+D),"4,251","4,343","4,241","4,307",105,2.50%,"4,288","18,081,362.00","77,533,443,384.00","13,356,330",多支付给空,"57,240"
NYAuTN06,399.75,404.30,398.95,401.85,3.20,0.80%,401.95,220.60,"88,669,560.00","5,382",,
NYAuTN12,398.00,403.30,397.60,400.90,3.95,1.00%,401.05,678.60,"272,141,620.00","77,930",,
PGC30g,397.71,401.64,397.71,401.02,4.62,1.17%,401.10,0.90,"360,995.40",-,,
