合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,365.60,369.30,365.40,367.01,4.62,1.27%,366.01,"1,814.00","673,099,400.00",-,,
Au99.99,363.98,366.99,363.08,366.80,4.43,1.22%,365.87,"10,869.68","3,982,758,641.80",-,,
Au100g,363.97,367.80,363.00,366.70,3.30,0.91%,366.18,53.80,"19,700,652.00",-,,
iAu99.99,365.00,365.25,365.00,365.24,3.91,1.08%,365.24,20.20,"7,378,000.00",-,,
Au(T+D),363.48,366.75,363.20,366.55,4.52,1.25%,365.33,"23,516.00","8,591,304,740.00","168,166",多支付给空,"6,220"
Au(T+N1),368.95,370.95,368.95,370.05,3.40,0.93%,369.95,5.80,"2,145,740.00",718,,
Au(T+N2),366.00,366.50,363.40,365.25,2.15,0.59%,365.30,7.60,"2,776,130.00","89,026",,
mAu(T+D),363.26,366.70,363.26,366.46,4.30,1.19%,365.48,"7,583.20","2,771,557,814.00","598,332",多支付给空,"44,132"
Pt99.95,220.47,221.66,220.47,220.90,2.40,1.10%,221.11,356.00,"78,718,060.00",-,,
Ag99.99,"5,070","5,070","5,070","5,070",30,0.60%,"5,070",60.00,"304,200.00",4,,
Ag(T+D),"5,024","5,069","5,011","5,037",38,0.76%,"5,044","3,200,092.00","16,143,077,372.00","7,528,008",空支付给多,"98,760"
NYAuTN06,369.00,371.80,369.00,371.55,4.60,1.25%,371.15,11.40,"4,230,950.00","13,574",,
NYAuTN12,366.50,368.70,365.90,368.20,4.50,1.24%,366.70,52.00,"19,067,690.00","34,776",,
PGC30g,371.40,371.40,371.29,371.34,2.59,0.70%,371.34,0.12,"44,561.40",-,,
