合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,387.50,389.75,387.50,389.45,-1.22,-0.31%,388.57,98.00,"38,080,740.00",-,,
Au99.99,390.00,391.29,387.55,389.68,-1.12,-0.29%,388.66,"13,810.66","5,402,750,685.00",-,,
Au100g,390.00,390.29,388.00,390.00,-0.83,-0.21%,388.82,23.40,"9,098,490.00",-,,
iAu99.99,385.50,387.00,385.00,386.43,-3.31,-0.85%,386.36,591.86,"228,676,824.00",-,,
Au(T+D),390.10,391.10,387.24,389.91,-1.09,-0.28%,388.73,"28,094.00","10,921,152,500.00","172,766",空支付给多,"10,378"
Au(T+N1),390.10,390.40,388.10,390.15,-3.20,-0.81%,389.40,19.20,"7,477,050.00","132,552",多支付给空,600
Au(T+N2),391.50,392.05,390.10,391.15,-2.15,-0.55%,391.10,5.60,"2,190,310.00","89,012",,
mAu(T+D),390.40,391.11,387.39,389.34,-1.42,-0.36%,388.79,"4,130.00","1,605,718,618.00","516,922",空支付给多,"23,604"
Pt99.95,251.90,253.30,250.52,252.41,1.44,0.57%,251.31,568.00,"142,745,780.00",-,,
Ag(T+D),"5,688","5,728","5,613","5,671",1,0.02%,"5,668","5,180,436.00","29,365,269,442.00","7,685,576",空支付给多,"48,390"
NYAuTN06,391.05,391.05,387.55,389.60,-1.55,-0.40%,389.10,19.80,"7,704,250.00","35,540",,
NYAuTN12,394.05,394.45,391.00,393.45,-1.50,-0.38%,392.50,154.40,"60,601,180.00","26,992",,
PGC30g,393.81,393.81,393.81,393.81,-2.80,-0.71%,393.81,0.06,"23,628.60",-,,
