合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,379.50,379.80,377.90,378.03,-1.69,-0.45%,378.44,146.00,"55,253,620.00",-,,
Au99.99,380.49,380.49,377.79,378.50,-0.93,-0.25%,378.73,"14,458.42","5,565,915,011.60",-,,
Au100g,379.98,380.02,378.47,378.70,-1.21,-0.32%,379.41,14.80,"5,615,410.00",-,,
iAu99.99,379.25,380.40,377.15,377.58,-1.51,-0.40%,378.34,"1,770.60","669,894,900.00",-,,
Au(T+D),379.31,379.87,377.62,378.05,-1.09,-0.29%,378.78,"17,400.00","6,590,814,120.00","143,978",多支付给空,"7,126"
Au(T+N1),381.40,383.90,381.40,382.50,0.90,0.24%,382.50,2.60,"994,460.00",744,,
Au(T+N2),381.00,381.00,381.00,381.00,0.10,0.03%,381.00,30.00,"11,430,000.00","89,072",,
mAu(T+D),379.40,379.93,377.73,378.21,-1.36,-0.36%,378.88,"4,773.00","1,808,436,328.00","519,282",多支付给空,"19,796"
Pt99.95,220.30,221.98,220.23,221.48,-0.36,-0.16%,221.73,178.00,"39,468,880.00",-,,
Ag99.99,"5,287","5,287","5,287","5,287",218,4.30%,"5,287","1,200.00","6,344,400.00",80,,
Ag(T+D),"5,246","5,270","5,205","5,218",22,0.42%,"5,234","2,056,052.00","10,761,548,812.00","7,100,518",空支付给多,"372,390"
NYAuTN06,385.50,386.10,384.00,384.15,-1.75,-0.45%,384.90,15.40,"5,927,890.00","20,950",,
NYAuTN12,381.35,382.00,379.95,380.00,-1.65,-0.43%,380.60,22.40,"8,525,090.00","34,588",,
PGC30g,384.54,384.54,383.72,383.99,-1.72,-0.45%,383.99,0.18,"69,118.80",-,,
