合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.80,411.20,402.80,410.80,9.97,2.49%,409.20,240.00,"98,209,600.00",-,,
Au99.99,401.66,415.99,401.66,410.44,8.78,2.19%,410.54,"11,969.30","4,736,932,659.20",-,,
Au100g,402.14,412.96,402.00,410.17,8.47,2.11%,406.79,89.80,"36,530,120.00",-,,
iAu99.99,408.00,413.00,408.00,410.45,2.20,0.54%,410.45,0.10,"41,045.60",-,,
iAu100g,300.00,300.00,300.00,300.00,-50.00,-14.29%,300.00,0.20,"60,000.00",-,,
Au(T+D),402.09,415.32,402.08,410.19,9.86,2.46%,408.86,"205,700.00","84,102,546,200.00","275,578",多支付给空,"10,334"
Au(T+N1),410.00,419.45,408.70,418.05,10.70,2.63%,413.30,84.60,"34,966,050.00","25,612",多支付给空,600
Au(T+N2),406.65,430.00,405.20,413.85,10.75,2.67%,411.95,147.60,"60,807,780.00","142,956",,
mAu(T+D),402.09,415.51,402.05,410.09,9.82,2.45%,409.10,"23,206.60","9,493,909,338.00","953,374",多支付给空,"23,944"
Pt99.95,207.68,209.00,206.88,209.00,9.72,4.88%,207.70,334.00,"69,374,320.00",-,,
Ag(T+D),"4,835","5,115","4,834","5,115",422,8.99%,"4,948","19,794,790.00","97,945,444,346.00","13,437,964",多支付给空,"1,020"
NYAuTN06,417.85,428.00,417.85,424.00,9.50,2.29%,423.10,367.80,"155,610,250.00","21,626",,
NYAuTN12,413.50,425.00,413.25,420.50,9.60,2.34%,419.65,708.60,"297,371,080.00","79,896",,
PGC30g,409.12,419.74,409.12,415.91,9.50,2.34%,417.03,5.94,"2,477,170.20",-,,
