合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.00,368.50,366.50,368.43,-0.51,-0.14%,367.36,404.00,"148,415,000.00",-,,
Au99.99,368.31,368.75,366.00,368.52,-0.08,-0.02%,367.69,"15,655.82","5,813,225,420.20",-,,
Au100g,369.90,370.99,366.51,369.24,-0.22,-0.06%,368.14,20.80,"7,657,492.00",-,,
iAu99.99,366.00,367.00,365.00,365.55,-1.86,-0.51%,365.38,762.26,"278,518,830.60",-,,
Au(T+D),368.45,368.70,365.65,368.62,0.21,0.06%,367.25,"22,498.00","8,262,453,440.00","167,924",空支付给多,"5,682"
Au(T+N1),370.90,370.90,367.50,369.50,-0.05,-0.01%,369.35,36.40,"13,444,200.00","142,612",多支付给空,
Au(T+N2),370.50,372.40,369.50,371.35,0.20,0.05%,370.25,57.20,"21,178,280.00","88,732",,
mAu(T+D),368.35,368.70,365.77,368.63,0.28,0.08%,367.15,"5,255.20","1,929,495,166.00","504,112",空支付给多,"28,040"
Pt99.95,256.86,257.77,255.80,257.62,1.67,0.65%,256.63,154.00,"39,521,580.00",-,,
Ag(T+D),"5,287","5,325","5,240","5,314",48,0.91%,"5,284","5,258,122.00","27,784,545,134.00","8,403,184",多支付给空,"127,440"
NYAuTN6,367.95,368.65,365.85,368.55,0.15,0.04%,367.15,31.60,"11,601,720.00","37,068",,
NYAuTN12,372.60,373.30,370.30,373.10,0.05,0.01%,371.35,41.40,"15,374,990.00","25,056",,
PGC30g,374.00,374.00,374.00,374.00,-0.18,-0.05%,374.00,0.12,"44,880.00",-,,
