合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,395.30,397.20,395.30,396.64,2.34,0.59%,396.42,190.00,"75,321,400.00",-,,
Au99.99,397.80,397.80,394.85,397.00,2.50,0.63%,396.95,"15,503.30","5,846,455,508.60",-,,
Au100g,395.11,397.30,395.11,396.51,1.32,0.33%,396.37,61.80,"24,495,956.00",-,,
iAu99.99,398.20,401.60,398.20,401.00,1.27,0.32%,400.98,40.84,"16,376,136.00",-,,
Au(T+D),395.20,397.68,394.80,397.10,2.06,0.52%,396.59,"94,972.00","37,665,139,540.00","228,672",多支付给空,"16,344"
Au(T+N1),401.00,403.40,399.60,401.40,1.40,0.35%,400.60,657.80,"263,504,190.00","22,620",,
Au(T+N2),398.55,400.75,398.10,399.60,2.30,0.58%,399.30,29.00,"11,580,290.00","139,346",多支付给空,600
mAu(T+D),395.20,397.55,394.90,396.98,2.02,0.51%,396.57,"9,839.80","3,902,210,388.00","868,788",空支付给多,"53,028"
Pt99.95,195.40,197.60,195.40,197.51,2.05,1.05%,197.47,74.00,"14,613,400.00",-,,
Ag(T+D),"4,285","4,323","4,276","4,294",0,0.00%,"4,298","9,575,284.00","41,161,202,418.00","12,922,014",多支付给空,"96,090"
NYAuTN06,405.00,408.00,404.60,407.80,3.95,0.98%,406.90,380.00,"154,619,580.00","9,874",,
NYAuTN12,403.80,406.35,403.10,406.10,4.00,0.99%,405.10,815.00,"330,167,870.00","76,054",,
PGC30g,402.71,403.07,402.21,402.60,1.75,0.44%,402.63,0.42,"169,106.40",-,,
