合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.00,393.30,392.30,392.46,-2.48,-0.63%,392.62,214.00,"84,022,000.00",-,,
Au99.99,394.68,396.27,392.40,393.72,-2.08,-0.53%,393.13,"17,878.78","6,668,325,513.60",-,,
Au100g,396.50,397.33,393.60,394.04,-1.94,-0.49%,394.61,24.00,"9,470,706.00",-,,
Au(T+D),394.52,396.00,391.80,392.80,-1.83,-0.46%,393.29,"31,726.00","12,477,519,200.00","236,188",空支付给多,"6,550"
Au(T+N1),401.60,401.60,399.00,399.95,-1.65,-0.41%,400.20,12.80,"5,122,610.00","40,132",,
Au(T+N2),396.70,396.70,393.80,395.25,1.35,0.34%,395.25,0.40,"158,100.00","138,282",多支付给空,
mAu(T+D),395.30,396.60,392.16,393.10,-1.96,-0.50%,394.06,"6,238.00","2,458,188,752.00","530,862",多支付给空,"17,264"
Pt99.95,204.33,204.90,203.55,204.82,1.39,0.68%,204.43,356.00,"75,172,080.00",-,,
Ag(T+D),"5,122","5,156","5,065","5,093",-21,-0.41%,"5,107","9,929,232.00","50,713,965,704.00","12,220,030",多支付给空,"82,410"
NYAuTN06,405.00,406.20,403.50,403.95,-2.10,-0.52%,404.65,74.20,"30,024,360.00","43,476",,
NYAuTN12,400.05,400.65,397.40,398.00,-2.35,-0.59%,398.15,289.60,"115,309,910.00","42,892",,
PGC30g,398.50,398.57,397.62,398.14,-2.46,-0.61%,398.22,0.72,"286,725.00",-,,
