合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,378.50,378.50,373.70,374.14,-3.89,-1.03%,374.90,308.00,"115,469,700.00",-,,
Au99.99,378.48,378.48,373.80,374.85,-3.65,-0.96%,374.80,"18,146.48","6,816,407,375.40",-,,
Au100g,377.10,377.89,374.20,374.53,-4.17,-1.10%,375.19,25.20,"9,455,010.00",-,,
iAu99.99,373.50,374.50,373.40,373.57,-4.01,-1.06%,373.81,"1,458.80","545,327,290.00",-,,
Au(T+D),376.88,377.95,373.37,374.57,-4.21,-1.11%,374.93,"33,664.00","12,621,731,840.00","146,624",多支付给空,"9,408"
Au(T+N1),380.50,380.50,377.15,378.60,-3.90,-1.02%,379.05,8.60,"3,259,830.00",704,,
Au(T+N2),380.95,380.95,371.10,371.30,-9.70,-2.55%,375.40,144.40,"54,208,340.00","89,212",,
mAu(T+D),377.03,378.55,373.64,374.70,-4.18,-1.10%,375.01,"8,288.80","3,108,445,274.00","542,880",空支付给多,"20,958"
Pt99.95,217.00,218.51,216.47,217.16,-4.32,-1.95%,217.73,468.00,"103,198,760.00",-,,
Ag(T+D),"5,172","5,214","5,155","5,176",-58,-1.11%,"5,178","3,269,592.00","16,931,584,472.00","6,800,626",空支付给多,"2,400"
NYAuTN06,383.85,383.85,380.00,380.50,-4.40,-1.14%,381.25,25.00,"9,531,370.00","21,058",,
NYAuTN12,379.25,379.65,375.95,376.40,-4.20,-1.10%,376.70,48.80,"18,384,060.00","34,664",,
PGC30g,381.00,381.00,379.69,380.34,-3.65,-0.95%,380.34,4.32,"1,641,641.40",-,,
