合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.00,378.30,377.00,377.62,1.83,0.49%,377.40,440.00,"166,059,100.00",-,,
Au99.99,378.00,378.79,374.61,378.59,2.36,0.63%,377.95,"13,031.76","4,892,505,378.60",-,,
Au100g,377.11,382.00,377.00,380.28,1.65,0.44%,380.36,29.60,"11,258,720.00",-,,
iAu99.99,376.30,376.80,376.00,376.30,1.81,0.48%,376.30,0.64,"240,836.00",-,,
Au(T+D),376.25,378.50,373.80,378.30,3.62,0.97%,376.92,"31,620.00","11,918,402,800.00","163,764",空支付给多,"7,082"
Au(T+N1),378.50,381.50,377.50,380.30,2.30,0.61%,380.40,523.40,"199,105,990.00","142,284",,
Au(T+N2),383.00,385.50,381.50,383.55,2.55,0.67%,383.55,4.40,"1,687,700.00","63,982",,
mAu(T+D),375.11,378.78,374.10,378.40,3.20,0.85%,377.69,"10,598.20","4,002,867,776.00","620,512",多支付给空,"34,742"
Pt99.95,240.11,244.45,240.11,242.16,3.19,1.33%,242.16,38.00,"9,202,300.00",-,,
Ag(T+D),"5,405","5,524","5,359","5,499",129,2.40%,"5,454","9,132,192.00","49,815,880,384.00","9,214,194",多支付给空,"36,450"
NYAuTN06,378.15,381.00,377.00,380.40,3.70,0.98%,379.20,65.00,"24,648,230.00","40,274",,
NYAuTN12,383.55,385.90,382.00,385.70,3.25,0.85%,384.80,34.40,"13,237,430.00","15,164",,
PGC30g,383.90,383.90,383.01,383.45,1.96,0.51%,383.45,0.12,"46,014.60",-,,
