合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,400.40,401.00,400.40,400.61,2.79,0.70%,400.56,28.00,"11,215,800.00",-,,
Au99.99,404.00,404.00,399.30,401.18,1.39,0.35%,400.63,"7,409.26","2,967,716,935.20",-,,
Au100g,401.04,401.35,400.00,400.81,0.87,0.22%,400.97,16.80,"6,736,386.00",-,,
iAu99.99,398.00,404.00,398.00,401.00,-4.00,-0.99%,401.00,0.08,"32,080.00",-,,
Au(T+D),400.63,401.30,398.85,401.10,0.90,0.22%,400.51,"48,356.00","19,367,277,080.00","256,822",多支付给空,"9,512"
Au(T+N1),406.95,407.00,406.70,406.95,1.40,0.35%,406.95,3.20,"1,302,330.00","24,096",多支付给空,200
Au(T+N2),403.50,403.95,402.50,403.05,0.10,0.02%,403.20,2.80,"1,128,990.00","140,874",多支付给空,600
mAu(T+D),400.55,401.41,398.98,401.07,0.98,0.24%,400.48,"7,228.40","2,894,850,888.00","891,160",多支付给空,"38,910"
Pt99.95,196.00,199.00,196.00,198.66,2.61,1.33%,197.14,250.00,"49,286,200.00",-,,
Ag99.99,"4,485","4,552","4,485","4,530",95,2.14%,"4,530","24,000.00","108,738,000.00","1,600",,
Ag(T+D),"4,428","4,532","4,413","4,525",87,1.96%,"4,469","14,632,902.00","65,397,878,714.00","14,353,994",多支付给空,"4,350"
NYAuTN06,412.25,413.50,410.50,412.85,1.30,0.32%,411.95,97.40,"40,126,180.00","18,250",,
NYAuTN12,409.60,410.30,407.70,410.25,1.05,0.26%,409.35,196.40,"80,399,950.00","74,390",,
PGC30g,403.00,405.92,403.00,405.70,2.70,0.67%,405.59,1.38,"559,721.40",-,,
