合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.00,409.32,397.00,398.16,9.25,2.38%,398.45,182.00,"72,517,960.00",-,,
Au99.99,391.80,399.80,387.72,398.21,9.40,2.42%,398.00,"15,307.16","5,843,796,178.60",-,,
Au100g,389.50,399.77,389.50,398.37,9.42,2.42%,396.01,85.80,"33,978,424.00",-,,
iAu99.99,399.00,402.93,399.00,402.82,7.83,1.98%,401.10,"3,770.86","1,512,501,020.00",-,,
Au(T+D),388.40,399.58,388.15,398.07,11.27,2.91%,394.78,"159,330.00","62,900,500,820.00","235,710",空支付给多,"11,820"
Au(T+N1),389.95,400.00,389.95,398.95,10.00,2.57%,396.55,326.20,"129,356,780.00","181,186",多支付给空,400
Au(T+N2),393.00,402.00,392.05,401.50,11.05,2.83%,399.00,95.00,"37,906,200.00","122,356",多支付给空,
mAu(T+D),388.88,399.71,388.20,398.12,11.15,2.88%,394.95,"23,795.80","9,398,332,146.00","877,286",多支付给空,"30,036"
Pt99.95,186.60,194.50,186.00,186.81,3.84,2.10%,186.76,260.00,"48,314,980.00",-,,
Ag(T+D),"3,962","4,236","3,958","4,222",334,8.59%,"4,102","29,249,914.00","119,986,402,214.00","10,882,562",多支付给空,"6,810"
NYAuTN06,396.45,406.10,396.45,404.25,9.90,2.51%,402.90,"1,147.40","462,285,700.00","48,542",,
NYAuTN12,396.90,406.20,396.90,404.30,9.25,2.34%,402.30,941.80,"378,886,910.00","71,200",,
PGC30g,396.71,405.10,396.10,404.29,9.50,2.41%,402.64,1.74,"700,608.60",-,,
