合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,348.98,371.56,348.98,369.84,-1.72,-0.46%,368.71,416.00,"153,385,660.00",-,,
Au99.99,373.87,373.90,368.50,370.67,-1.39,-0.37%,369.79,"15,679.52","5,807,546,149.80",-,,
Au100g,374.35,374.77,370.20,370.80,-2.29,-0.61%,371.82,74.20,"27,589,458.00",-,,
iAu99.99,370.50,370.50,366.60,368.75,-1.18,-0.32%,367.15,"2,045.04","750,842,578.00",-,,
Au(T+D),371.92,373.60,368.20,370.04,-1.00,-0.27%,370.13,"41,256.00","15,270,420,540.00","155,840",多支付给空,"10,378"
Au(T+N1),375.00,376.50,371.80,372.50,-2.80,-0.75%,373.10,17.80,"6,641,230.00","142,578",,
Au(T+N2),377.00,377.00,372.10,375.65,-2.25,-0.60%,375.50,12.80,"4,806,170.00","65,194",,
mAu(T+D),371.72,373.85,368.32,370.30,-0.98,-0.26%,370.44,"6,015.80","2,228,543,520.00","601,740",多支付给空,"38,374"
Pt99.95,272.00,272.31,265.84,270.11,-1.37,-0.50%,269.33,472.00,"127,124,740.00",-,,
Ag(T+D),"5,510","5,565","5,403","5,469",-64,-1.16%,"5,479","7,264,272.00","39,802,915,168.00","8,562,606",多支付给空,"166,620"
NYAuTN06,373.20,374.10,369.60,371.15,-1.00,-0.27%,372.00,191.80,"71,354,720.00","40,308",,
NYAuTN12,379.05,380.10,375.00,376.50,-1.10,-0.29%,376.90,54.00,"20,352,230.00","16,152",,
PGC30g,377.90,377.90,374.35,375.90,-0.99,-0.26%,376.36,0.60,"225,818.40",-,,
