合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.00,368.60,367.99,368.24,2.12,0.58%,368.28,204.00,"75,130,280.00",-,,
Au99.99,367.54,369.00,366.20,368.20,1.56,0.43%,368.49,"13,013.82","4,834,755,263.80",-,,
Au100g,368.88,369.63,365.02,369.39,2.14,0.58%,369.02,23.60,"8,708,964.00",-,,
iAu99.99,365.80,368.85,365.80,367.16,1.74,0.48%,367.54,"1,371.96","504,260,443.20",-,,
Au(T+D),367.20,368.90,366.60,367.72,1.79,0.49%,368.19,"17,562.00","6,466,261,540.00","146,540",多支付给空,"7,606"
Au(T+N1),372.00,373.30,371.70,372.45,1.10,0.30%,372.40,4.60,"1,713,100.00",690,,
Au(T+N2),368.95,369.70,367.50,369.35,2.35,0.64%,368.90,45.80,"16,896,730.00","89,586",,
mAu(T+D),366.99,369.13,366.73,367.90,1.85,0.51%,368.32,"5,970.00","2,198,898,492.00","503,536",空支付给多,"28,478"
Pt99.95,227.27,227.41,224.56,224.67,1.52,0.68%,225.36,574.00,"124,545,680.00",-,,
Ag(T+D),"4,977","5,059","4,966","4,989",13,0.26%,"5,015","4,675,800.00","23,449,337,920.00","6,166,390",空支付给多,"62,730"
NYAuTN06,372.00,373.80,371.40,372.65,2.45,0.66%,372.70,59.20,"22,063,930.00","18,776",,
NYAuTN12,368.40,369.75,367.50,369.15,2.55,0.70%,368.95,70.40,"25,974,430.00","30,166",,
PGC30g,374.30,374.95,374.30,374.67,2.55,0.69%,374.67,0.24,"89,921.40",-,,
