合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.80,381.80,362.30,362.39,-0.43,-0.12%,363.40,572.00,"231,698,160.00",-,,
Au99.99,363.00,363.25,360.50,362.37,-1.13,-0.31%,362.34,"19,605.24","7,121,030,153.60",-,,
Au100g,365.80,365.80,361.50,363.40,-1.70,-0.47%,363.19,72.40,"26,295,592.00",-,,
iAu99.99,360.25,362.00,360.25,361.33,-0.57,-0.16%,361.32,660.20,"238,546,390.00",-,,
Au(T+D),362.78,363.00,360.00,362.44,-0.52,-0.14%,362.03,"33,554.00","12,147,677,560.00","170,986",空支付给多,"6,924"
Au(T+N1),366.05,368.40,365.50,367.00,-1.15,-0.31%,366.65,7.00,"2,566,630.00",718,,
Au(T+N2),362.25,363.95,362.25,363.10,-1.30,-0.36%,363.10,4.00,"1,452,380.00","89,060",,
mAu(T+D),362.93,363.22,360.15,362.51,-0.53,-0.15%,362.16,"8,243.00","2,985,297,424.00","601,986",空支付给多,"41,340"
Pt99.95,214.97,219.23,214.49,218.50,2.50,1.16%,218.67,336.00,"73,474,000.00",-,,
Ag99.99,"5,040","5,040","5,040","5,040",1,0.02%,"5,040","3,060.00","15,422,400.00",204,,
Ag(T+D),"5,002","5,028","4,961","5,010",-4,-0.08%,"4,999","3,774,272.00","18,867,650,532.00","7,689,990",多支付给空,"156,720"
NYAuTN06,367.20,367.90,365.40,367.15,-1.35,-0.37%,366.95,33.80,"12,403,280.00","13,562",,
NYAuTN12,363.15,364.50,361.85,364.00,-0.65,-0.18%,363.70,88.20,"32,080,070.00","34,964",,
PGC30g,368.50,369.00,368.50,368.75,-0.75,-0.20%,368.75,0.12,"44,250.00",-,,
