合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.00,381.90,380.90,381.64,-0.27,-0.07%,381.45,"2,202.00","839,754,900.00",-,,
Au99.99,383.39,383.39,380.30,382.52,-0.86,-0.22%,381.77,"17,002.52","6,432,058,864.00",-,,
Au100g,382.81,383.43,380.81,382.00,-0.55,-0.14%,382.13,41.40,"15,820,256.00",-,,
iAu99.99,385.00,385.00,385.00,385.00,10.76,2.88%,385.00,0.02,"7,700.00",-,,
Au(T+D),381.55,382.80,379.30,381.68,0.06,0.02%,381.24,"30,496.00","11,626,322,840.00","228,730",多支付给空,"7,950"
Au(T+N1),386.85,388.10,385.00,387.65,0.10,0.03%,387.35,8.20,"3,176,160.00","41,156",,
Au(T+N2),382.00,382.00,380.35,381.35,1.35,0.36%,381.35,4.00,"1,525,350.00","117,920",多支付给空,"20,030"
mAu(T+D),382.11,383.00,379.63,381.76,-0.16,-0.04%,381.49,"6,271.60","2,392,584,042.00","501,680",多支付给空,"29,268"
Pt99.95,227.45,227.64,226.38,227.33,0.31,0.14%,227.33,66.00,"15,004,380.00",-,,
Ag(T+D),"5,010","5,049","4,945","4,966",-9,-0.18%,"4,984","14,037,666.00","69,969,532,582.00","12,263,026",多支付给空,"51,330"
NYAuTN06,392.00,393.15,390.00,391.60,-0.85,-0.22%,391.60,65.00,"25,453,700.00","48,010",,
NYAuTN12,387.30,388.00,384.75,386.90,-0.30,-0.08%,386.65,106.00,"40,985,780.00","37,190",,
PGC30g,386.60,387.00,386.60,386.70,30.90,8.68%,386.70,0.24,"92,808.00",-,,
