合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,392.30,392.30,389.70,389.84,-1.57,-0.40%,390.69,164.00,"64,074,500.00",-,,
Au99.99,392.50,393.50,388.50,388.53,-2.60,-0.66%,391.16,"8,481.58","3,315,648,285.20",-,,
Au100g,392.99,392.99,389.18,389.30,-2.03,-0.52%,391.44,26.80,"10,490,634.00",-,,
iAu99.99,388.00,396.00,388.00,394.83,2.15,0.55%,394.82,100.80,"39,798,400.00",-,,
Au(T+D),392.42,393.21,388.49,388.60,-2.79,-0.71%,391.40,"88,938.00","34,810,679,900.00","234,508",多支付给空,"8,162"
Au(T+N1),392.80,393.00,389.60,390.05,-1.35,-0.34%,391.20,7.20,"2,816,680.00",524,多支付给空,"110,808"
Au(T+N2),394.55,395.40,391.80,391.90,-2.45,-0.62%,393.65,13.40,"5,274,820.00","137,368",多支付给空,200
mAu(T+D),392.56,393.15,388.58,388.61,-2.85,-0.73%,391.24,"12,584.40","4,923,575,894.00","829,378",多支付给空,"29,100"
Pt99.95,195.00,195.00,192.00,192.00,-3.33,-1.70%,193.79,638.00,"123,644,040.00",-,,
Ag99.99,"4,163","4,163","4,163","4,163",-98,-2.30%,"4,163",60.00,"249,780.00",4,,
Ag(T+D),"4,255","4,274","4,122","4,127",-142,-3.33%,"4,201","21,176,776.00","88,982,445,720.00","13,024,268",空支付给多,"25,830"
NYAuTN06,393.55,395.55,391.00,391.75,-1.05,-0.27%,391.95,577.20,"226,228,720.00","38,316",,
NYAuTN12,396.95,398.85,394.50,394.70,-2.75,-0.69%,397.20,"1,139.00","452,427,560.00","78,994",,
PGC30g,395.60,395.60,395.60,395.60,-1.88,-0.47%,395.60,0.06,"23,736.00",-,,
